"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	51	55514	91.9	98.3
	"Baldwin County, AL"	"01003"	172	190790	90.2	70.9
	"Barbour County, AL"	"01005"	27	27201	99.3	85.5
	"Bibb County, AL"	"01007"	25	22597	110.6	117.1
	"Blount County, AL"	"01009"	45	57826	77.8	66.6
	"Butler County, AL"	"01013"	25	20307	123.1	90.2
	"Calhoun County, AL"	"01015"	83	117296	70.8	63.5
	"Chambers County, AL"	"01017"	61	34064	179.1	130.6
	"Cherokee County, AL"	"01019"	27	26021	103.8	76.2
	"Chilton County, AL"	"01021"	35	43819	79.9	77.3
	"Choctaw County, AL"	"01023"	19	13633	Unreliable	Unreliable
	"Clarke County, AL"	"01025"	29	25161	115.3	93.7
	"Clay County, AL"	"01027"	10	13435	Unreliable	Unreliable
	"Coffee County, AL"	"01031"	34	51252	66.3	57.3
	"Colbert County, AL"	"01033"	44	54446	80.8	59.9
	"Conecuh County, AL"	"01035"	25	12981	192.6	138.1
	"Coosa County, AL"	"01037"	13	10966	Unreliable	Unreliable
	"Covington County, AL"	"01039"	64	37955	168.6	115.2
	"Crenshaw County, AL"	"01041"	20	14083	142.0	111.3
	"Cullman County, AL"	"01043"	73	80440	90.8	76.7
	"Dale County, AL"	"01045"	26	50444	51.5	48.8
	"Dallas County, AL"	"01047"	45	42864	105.0	93.8
	"DeKalb County, AL"	"01049"	39	71080	54.9	51.1
	"Elmore County, AL"	"01051"	50	80629	62.0	65.8
	"Escambia County, AL"	"01053"	55	37994	144.8	121.0
	"Etowah County, AL"	"01055"	98	104392	93.9	77.0
	"Fayette County, AL"	"01057"	22	16983	129.5	99.2
	"Franklin County, AL"	"01059"	53	31761	166.9	149.8
	"Geneva County, AL"	"01061"	26	26931	96.5	73.1
	"Hale County, AL"	"01065"	10	15388	Unreliable	Unreliable
	"Henry County, AL"	"01067"	19	17287	Unreliable	Unreliable
	"Houston County, AL"	"01069"	79	103402	76.4	66.7
	"Jackson County, AL"	"01071"	56	53019	105.6	87.2
	"Jefferson County, AL"	"01073"	644	660009	97.6	85.8
	"Lamar County, AL"	"01075"	15	14259	Unreliable	Unreliable
	"Lauderdale County, AL"	"01077"	86	92542	92.9	70.6
	"Lawrence County, AL"	"01079"	39	33838	115.3	104.4
	"Lee County, AL"	"01081"	69	147257	46.9	65.2
	"Limestone County, AL"	"01083"	65	87654	74.2	80.2
	"Macon County, AL"	"01087"	16	20535	Unreliable	Unreliable
	"Madison County, AL"	"01089"	231	343080	67.3	67.2
	"Marengo County, AL"	"01091"	29	20401	142.1	98.5
	"Marion County, AL"	"01093"	24	30327	79.1	58.3
	"Marshall County, AL"	"01095"	96	94776	101.3	93.4
	"Mobile County, AL"	"01097"	394	413936	95.2	89.9
	"Monroe County, AL"	"01099"	27	22602	119.5	95.5
	"Montgomery County, AL"	"01101"	214	230149	93.0	91.8
	"Morgan County, AL"	"01103"	101	120395	83.9	74.1
	"Pickens County, AL"	"01107"	30	19405	154.6	120.1
	"Pike County, AL"	"01109"	23	33182	69.3	71.2
	"Randolph County, AL"	"01111"	27	22675	119.1	86.6
	"Russell County, AL"	"01113"	61	57820	105.5	108.9
	"St. Clair County, AL"	"01115"	68	85237	79.8	79.9
	"Shelby County, AL"	"01117"	107	200941	53.2	61.9
	"Sumter County, AL"	"01119"	17	13427	Unreliable	Unreliable
	"Talladega County, AL"	"01121"	69	81762	84.4	75.1
	"Tallapoosa County, AL"	"01123"	54	41168	131.2	97.7
	"Tuscaloosa County, AL"	"01125"	123	198596	61.9	69.2
	"Walker County, AL"	"01127"	62	66221	93.6	78.3
	"Washington County, AL"	"01129"	17	17109	Unreliable	Unreliable
	"Wilcox County, AL"	"01131"	13	11431	Unreliable	Unreliable
	"Winston County, AL"	"01133"	13	24108	Unreliable	Unreliable
	"Anchorage Borough, AK"	"02020"	146	298610	48.9	78.9
	"Fairbanks North Star Borough, AK"	"02090"	42	100272	41.9	91.7
	"Hoonah-Angoon Census Area, AK"	"02105"	Missing	Missing	Missing	Missing
	"Juneau Borough, AK"	"02110"	21	32556	64.5	99.0
	"Kenai Peninsula Borough, AK"	"02122"	26	56900	45.7	54.4
	"Matanuska-Susitna Borough, AK"	"02170"	31	93925	33.0	53.6
	"Petersburg Borough/Census Area, AK"	"02195"	Missing	Missing	Missing	Missing
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Missing	Missing	Missing	Missing
	"Sitka Borough, AK"	"02220"	16	9046	Unreliable	Unreliable
	"Skagway Municipality, AK"	"02230"	Missing	Missing	Missing	Missing
	"Wrangell City and Borough, AK"	"02275"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	25	73195	34.2	37.9
	"Cochise County, AZ"	"04003"	65	132088	49.2	37.1
	"Coconino County, AZ"	"04005"	43	136011	31.6	47.2
	"Gila County, AZ"	"04007"	50	53144	94.1	59.2
	"Graham County, AZ"	"04009"	18	37416	Unreliable	Unreliable
	"La Paz County, AZ"	"04012"	20	20281	98.6	46.4
	"Maricopa County, AZ"	"04013"	1958	3942169	49.7	49.0
	"Mohave County, AZ"	"04015"	173	203334	85.1	53.0
	"Navajo County, AZ"	"04017"	75	107094	70.0	70.5
	"Pima County, AZ"	"04019"	687	992394	69.2	54.0
	"Pinal County, AZ"	"04021"	194	387365	50.1	49.3
	"Santa Cruz County, AZ"	"04023"	31	47303	65.5	63.1
	"Yavapai County, AZ"	"04025"	234	212637	110.0	61.2
	"Yuma County, AZ"	"04027"	132	200022	66.0	56.8
	"Arkansas County, AR"	"05001"	22	18892	116.5	86.8
	"Ashley County, AR"	"05003"	21	21524	97.6	78.1
	"Baxter County, AR"	"05005"	69	41048	168.1	80.4
	"Benton County, AR"	"05007"	148	232268	63.7	65.2
	"Boone County, AR"	"05009"	36	37327	96.4	67.8
	"Bradley County, AR"	"05011"	12	11397	Unreliable	Unreliable
	"Carroll County, AR"	"05015"	40	27610	144.9	107.7
	"Chicot County, AR"	"05017"	16	11433	Unreliable	Unreliable
	"Clark County, AR"	"05019"	28	22936	122.1	106.4
	"Clay County, AR"	"05021"	21	15684	133.9	83.9
	"Cleburne County, AR"	"05023"	33	25808	127.9	73.3
	"Columbia County, AR"	"05027"	37	24473	151.2	118.7
	"Conway County, AR"	"05029"	22	21287	103.3	74.4
	"Craighead County, AR"	"05031"	74	99735	74.2	75.1
	"Crawford County, AR"	"05033"	40	61946	64.6	62.0
	"Crittenden County, AR"	"05035"	29	50021	58.0	57.9
	"Cross County, AR"	"05037"	19	17683	Unreliable	Unreliable
	"Dallas County, AR"	"05039"	14	7987	Unreliable	Unreliable
	"Desha County, AR"	"05041"	14	12545	Unreliable	Unreliable
	"Drew County, AR"	"05043"	12	18743	Unreliable	Unreliable
	"Faulkner County, AR"	"05045"	63	118704	53.1	64.0
	"Franklin County, AR"	"05047"	30	18045	166.3	120.6
	"Fulton County, AR"	"05049"	14	12318	Unreliable	Unreliable
	"Garland County, AR"	"05051"	98	96903	101.1	62.3
	"Grant County, AR"	"05053"	10	17986	Unreliable	Unreliable
	"Greene County, AR"	"05055"	62	43163	143.6	136.1
