"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	31	54571	56.8	66.1
	"Baldwin County, AL"	"01003"	161	182265	88.3	73.1
	"Barbour County, AL"	"01005"	27	27457	98.3	90.8
	"Bibb County, AL"	"01007"	20	22915	87.3	90.9
	"Blount County, AL"	"01009"	45	57322	78.5	78.4
	"Bullock County, AL"	"01011"	15	10914	Unreliable	Unreliable
	"Butler County, AL"	"01013"	30	20947	143.2	107.0
	"Calhoun County, AL"	"01015"	101	118572	85.2	77.8
	"Chambers County, AL"	"01017"	56	34215	163.7	121.4
	"Cherokee County, AL"	"01019"	30	25989	115.4	96.8
	"Chilton County, AL"	"01021"	35	43643	80.2	76.8
	"Choctaw County, AL"	"01023"	16	13859	Unreliable	Unreliable
	"Clarke County, AL"	"01025"	37	25833	143.2	119.6
	"Clay County, AL"	"01027"	14	13932	Unreliable	Unreliable
	"Coffee County, AL"	"01031"	40	49948	80.1	72.1
	"Colbert County, AL"	"01033"	56	54428	102.9	81.2
	"Conecuh County, AL"	"01035"	20	13228	151.2	117.2
	"Covington County, AL"	"01039"	55	37765	145.6	102.9
	"Crenshaw County, AL"	"01041"	16	13906	Unreliable	Unreliable
	"Cullman County, AL"	"01043"	83	80406	103.2	89.4
	"Dale County, AL"	"01045"	33	50251	65.7	64.2
	"Dallas County, AL"	"01047"	53	43820	120.9	110.1
	"DeKalb County, AL"	"01049"	51	71109	71.7	71.3
	"Elmore County, AL"	"01051"	60	79303	75.7	90.3
	"Escambia County, AL"	"01053"	46	38319	120.0	105.5
	"Etowah County, AL"	"01055"	127	104430	121.6	100.0
	"Fayette County, AL"	"01057"	26	17241	150.8	113.6
	"Franklin County, AL"	"01059"	54	31704	170.3	155.7
	"Geneva County, AL"	"01061"	22	26790	82.1	62.0
	"Hale County, AL"	"01065"	14	15760	Unreliable	Unreliable
	"Henry County, AL"	"01067"	16	17302	Unreliable	Unreliable
	"Houston County, AL"	"01069"	87	101547	85.7	76.7
	"Jackson County, AL"	"01071"	30	53227	56.4	50.0
	"Jefferson County, AL"	"01073"	632	658466	96.0	86.7
	"Lamar County, AL"	"01075"	15	14564	Unreliable	Unreliable
	"Lauderdale County, AL"	"01077"	90	92709	97.1	76.1
	"Lawrence County, AL"	"01079"	23	34339	67.0	64.0
	"Lee County, AL"	"01081"	72	140247	51.3	71.0
	"Limestone County, AL"	"01083"	46	82782	55.6	63.9
	"Lowndes County, AL"	"01085"	17	11299	Unreliable	Unreliable
	"Macon County, AL"	"01087"	19	21452	Unreliable	Unreliable
	"Madison County, AL"	"01089"	222	334811	66.3	70.6
	"Marengo County, AL"	"01091"	25	21027	118.9	96.2
	"Marion County, AL"	"01093"	41	30776	133.2	96.3
	"Marshall County, AL"	"01095"	63	93019	67.7	63.3
	"Mobile County, AL"	"01097"	354	412992	85.7	84.5
	"Monroe County, AL"	"01099"	29	23068	125.7	102.1
	"Montgomery County, AL"	"01101"	219	229363	95.5	97.4
	"Morgan County, AL"	"01103"	87	119490	72.8	68.9
	"Perry County, AL"	"01105"	11	10591	Unreliable	Unreliable
	"Pickens County, AL"	"01107"	24	19746	121.5	94.3
	"Pike County, AL"	"01109"	25	32899	76.0	80.0
	"Randolph County, AL"	"01111"	25	22913	109.1	86.7
	"Russell County, AL"	"01113"	62	52947	117.1	116.8
	"St. Clair County, AL"	"01115"	54	83593	64.6	67.7
	"Shelby County, AL"	"01117"	87	195085	44.6	60.4
	"Talladega County, AL"	"01121"	63	82291	76.6	72.2
	"Tallapoosa County, AL"	"01123"	44	41616	105.7	83.2
	"Tuscaloosa County, AL"	"01125"	117	194656	60.1	68.5
	"Walker County, AL"	"01127"	63	67023	94.0	83.0
	"Washington County, AL"	"01129"	26	17581	147.9	135.1
	"Wilcox County, AL"	"01131"	19	11670	Unreliable	Unreliable
	"Winston County, AL"	"01133"	24	24484	98.0	78.8
	"Anchorage Borough, AK"	"02020"	128	291826	43.9	78.9
	"Bethel Census Area, AK"	"02050"	10	17013	Unreliable	Unreliable
	"Fairbanks North Star Borough, AK"	"02090"	38	97581	38.9	81.6
	"Hoonah-Angoon Census Area, AK"	"02105"	Missing	Missing	Missing	Missing
	"Juneau Borough, AK"	"02110"	12	31275	Unreliable	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	29	55400	52.3	63.1
	"Matanuska-Susitna Borough, AK"	"02170"	34	88995	38.2	70.0
	"Petersburg Borough/Census Area, AK"	"02195"	Missing	Missing	Missing	Missing
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Missing	Missing	Missing	Missing
	"Skagway Municipality, AK"	"02230"	Missing	Missing	Missing	Missing
	"Wrangell City and Borough, AK"	"02275"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	33	71518	46.1	55.8
	"Cochise County, AZ"	"04003"	111	131346	84.5	69.6
	"Coconino County, AZ"	"04005"	40	134421	29.8	45.8
	"Gila County, AZ"	"04007"	66	53597	123.1	80.1
	"Graham County, AZ"	"04009"	26	37220	69.9	83.0
	"La Paz County, AZ"	"04012"	10	20489	Unreliable	Unreliable
	"Maricopa County, AZ"	"04013"	1818	3817117	47.6	49.2
	"Mohave County, AZ"	"04015"	175	200186	87.4	57.1
	"Navajo County, AZ"	"04017"	46	107449	42.8	49.4
	"Pima County, AZ"	"04019"	627	980263	64.0	52.5
	"Pinal County, AZ"	"04021"	150	375770	39.9	43.2
	"Santa Cruz County, AZ"	"04023"	32	47420	67.5	73.5
	"Yavapai County, AZ"	"04025"	186	211033	88.1	51.2
	"Yuma County, AZ"	"04027"	136	195751	69.5	63.8
