"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	40	55246	72.4	75.0
	"Baldwin County, AL"	"01003"	150	195540	76.7	60.5
	"Barbour County, AL"	"01005"	27	27076	99.7	90.5
	"Bibb County, AL"	"01007"	23	22512	102.2	98.8
	"Blount County, AL"	"01009"	33	57872	57.0	51.4
	"Butler County, AL"	"01013"	28	20265	138.2	93.4
	"Calhoun County, AL"	"01015"	110	116736	94.2	81.4
	"Chambers County, AL"	"01017"	40	34162	117.1	84.3
	"Cherokee County, AL"	"01019"	11	26203	Unreliable	Unreliable
	"Chilton County, AL"	"01021"	39	43951	88.7	83.6
	"Choctaw County, AL"	"01023"	13	13426	Unreliable	Unreliable
	"Clarke County, AL"	"01025"	17	25207	Unreliable	Unreliable
	"Coffee County, AL"	"01031"	33	50938	64.8	55.3
	"Colbert County, AL"	"01033"	42	54520	77.0	56.1
	"Conecuh County, AL"	"01035"	16	12887	Unreliable	Unreliable
	"Covington County, AL"	"01039"	65	37886	171.6	114.9
	"Cullman County, AL"	"01043"	79	80811	97.8	82.8
	"Dale County, AL"	"01045"	38	49884	76.2	71.9
	"Dallas County, AL"	"01047"	41	41996	97.6	84.1
	"DeKalb County, AL"	"01049"	56	71013	78.9	70.8
	"Elmore County, AL"	"01051"	61	80902	75.4	78.3
	"Escambia County, AL"	"01053"	40	37983	105.3	87.7
	"Etowah County, AL"	"01055"	109	103931	104.9	85.4
	"Fayette County, AL"	"01057"	25	16909	147.9	115.2
	"Franklin County, AL"	"01059"	40	31532	126.9	110.4
	"Geneva County, AL"	"01061"	37	26727	138.4	101.7
	"Hale County, AL"	"01065"	15	15406	Unreliable	Unreliable
	"Henry County, AL"	"01067"	10	17296	Unreliable	Unreliable
	"Houston County, AL"	"01069"	90	103668	86.8	74.2
	"Jackson County, AL"	"01071"	50	52951	94.4	77.0
	"Jefferson County, AL"	"01073"	633	659479	96.0	82.4
	"Lamar County, AL"	"01075"	23	14236	161.6	119.7
	"Lauderdale County, AL"	"01077"	103	92797	111.0	83.7
	"Lawrence County, AL"	"01079"	40	33587	119.1	107.7
	"Lee County, AL"	"01081"	88	150933	58.3	76.7
	"Limestone County, AL"	"01083"	62	88845	69.8	72.6
	"Lowndes County, AL"	"01085"	17	10703	Unreliable	Unreliable
	"Macon County, AL"	"01087"	21	19688	106.7	81.1
	"Madison County, AL"	"01089"	252	346892	72.6	70.8
	"Marengo County, AL"	"01091"	16	20155	Unreliable	Unreliable
	"Marion County, AL"	"01093"	17	30334	Unreliable	Unreliable
	"Marshall County, AL"	"01095"	94	94760	99.2	87.7
	"Mobile County, AL"	"01097"	355	414079	85.7	80.2
	"Monroe County, AL"	"01099"	29	22236	130.4	95.6
	"Montgomery County, AL"	"01101"	215	226659	94.9	91.3
	"Morgan County, AL"	"01103"	111	119787	92.7	80.8
	"Perry County, AL"	"01105"	21	10020	209.6	157.4
	"Pickens County, AL"	"01107"	22	19401	113.4	80.9
	"Pike County, AL"	"01109"	25	33339	75.0	74.2
	"Randolph County, AL"	"01111"	22	22727	96.8	76.3
	"Russell County, AL"	"01113"	43	59585	72.2	75.7
	"St. Clair County, AL"	"01115"	67	86308	77.6	77.4
