"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	12	55504	Unreliable	Unreliable
	"Baldwin County, AL"	"01003"	39	212628	18.3	17.0
	"Blount County, AL"	"01009"	11	58013	Unreliable	Unreliable
	"Calhoun County, AL"	"01015"	30	114728	26.1	25.3
	"Covington County, AL"	"01039"	12	37092	Unreliable	Unreliable
	"Cullman County, AL"	"01043"	22	82755	26.6	26.0
	"DeKalb County, AL"	"01049"	20	71617	27.9	28.5
	"Elmore County, AL"	"01051"	14	81677	Unreliable	Unreliable
	"Escambia County, AL"	"01053"	12	37447	Unreliable	Unreliable
	"Etowah County, AL"	"01055"	15	102755	Unreliable	Unreliable
	"Houston County, AL"	"01069"	15	104346	Unreliable	Unreliable
	"Jackson County, AL"	"01071"	16	51909	Unreliable	Unreliable
	"Jefferson County, AL"	"01073"	111	659197	16.8	16.5
	"Lauderdale County, AL"	"01077"	12	92538	Unreliable	Unreliable
	"Lee County, AL"	"01081"	21	161604	13.0	13.3
	"Limestone County, AL"	"01083"	16	94402	Unreliable	Unreliable
	"Madison County, AL"	"01089"	57	361046	15.8	15.0
	"Marshall County, AL"	"01095"	17	95548	Unreliable	Unreliable
	"Mobile County, AL"	"01097"	64	413955	15.5	16.4
	"Montgomery County, AL"	"01101"	27	226646	11.9	11.7
	"Morgan County, AL"	"01103"	35	118818	29.5	26.8
	"Russell County, AL"	"01113"	11	57045	Unreliable	Unreliable
	"St. Clair County, AL"	"01115"	14	88199	Unreliable	Unreliable
	"Shelby County, AL"	"01117"	32	213605	15.0	15.6
	"Talladega County, AL"	"01121"	18	80065	Unreliable	Unreliable
	"Tuscaloosa County, AL"	"01125"	25	207811	12.0	11.7
	"Walker County, AL"	"01127"	20	64058	31.2	29.7
	"Anchorage Borough, AK"	"02020"	66	294356	22.4	21.6
	"Fairbanks North Star Borough, AK"	"02090"	26	99703	26.1	26.8
	"Juneau Borough, AK"	"02110"	10	32094	Unreliable	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	13	58617	Unreliable	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	30	106532	28.2	29.5
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Missing	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Missing	Missing	Missing	Missing
	"Wade Hampton Census Area, AK"	"02270"	10	8202	Unreliable	Unreliable
