"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	14	55416	Unreliable	Unreliable
	"Baldwin County, AL"	"01003"	42	208563	20.1	19.7
	"Blount County, AL"	"01009"	11	57704	Unreliable	Unreliable
	"Calhoun County, AL"	"01015"	25	114611	21.8	21.9
	"Chambers County, AL"	"01017"	15	33843	Unreliable	Unreliable
	"Coffee County, AL"	"01031"	10	51226	Unreliable	Unreliable
	"Cullman County, AL"	"01043"	19	82471	Unreliable	Unreliable
	"DeKalb County, AL"	"01049"	10	70900	Unreliable	Unreliable
	"Elmore County, AL"	"01051"	21	81799	25.7	24.0
	"Escambia County, AL"	"01053"	10	37728	Unreliable	Unreliable
	"Etowah County, AL"	"01055"	17	102564	Unreliable	Unreliable
	"Houston County, AL"	"01069"	11	104056	Unreliable	Unreliable
	"Jackson County, AL"	"01071"	16	52138	Unreliable	Unreliable
	"Jefferson County, AL"	"01073"	84	659521	12.7	12.1
	"Lauderdale County, AL"	"01077"	20	92318	21.7	21.3
	"Lee County, AL"	"01081"	18	158991	Unreliable	Unreliable
	"Limestone County, AL"	"01083"	11	92753	Unreliable	Unreliable
	"Madison County, AL"	"01089"	77	356967	21.6	20.9
	"Marshall County, AL"	"01095"	17	95157	Unreliable	Unreliable
	"Mobile County, AL"	"01097"	71	414836	17.1	17.1
	"Montgomery County, AL"	"01101"	30	226349	13.3	12.5
	"Morgan County, AL"	"01103"	28	119012	23.5	23.7
	"St. Clair County, AL"	"01115"	16	88019	Unreliable	Unreliable
	"Shelby County, AL"	"01117"	31	210622	14.7	14.0
	"Talladega County, AL"	"01121"	10	80103	Unreliable	Unreliable
	"Tuscaloosa County, AL"	"01125"	24	206102	11.6	12.6
	"Walker County, AL"	"01127"	15	64967	Unreliable	Unreliable
	"Anchorage Borough, AK"	"02020"	70	298192	23.5	22.1
	"Bethel Census Area, AK"	"02050"	11	17968	Unreliable	Unreliable
	"Fairbanks North Star Borough, AK"	"02090"	25	100605	24.8	24.3
	"Kenai Peninsula Borough, AK"	"02122"	18	58506	Unreliable	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	22	104365	21.1	23.3
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Missing	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Missing	Missing	Missing	Missing
	"Wade Hampton Census Area, AK"	"02270"	10	8049	Unreliable	Unreliable
	"Wrangell-Petersburg Census Area, AK"	"02280"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	20	73112	27.4	29.7
	"Cochise County, AZ"	"04003"	31	125770	24.6	19.4
	"Coconino County, AZ"	"04005"	26	140908	18.5	18.7
	"Gila County, AZ"	"04007"	14	53556	Unreliable	Unreliable
	"Graham County, AZ"	"04009"	12	37599	Unreliable	Unreliable
	"Maricopa County, AZ"	"04013"	698	4242997	16.5	16.1
	"Mohave County, AZ"	"04015"	71	205249	34.6	28.8
	"Navajo County, AZ"	"04017"	36	110026	32.7	32.8
	"Pima County, AZ"	"04019"	186	1016206	18.3	17.3
	"Pinal County, AZ"	"04021"	69	418540	16.5	15.5
	"Yavapai County, AZ"	"04025"	82	225562	36.4	31.7
	"Yuma County, AZ"	"04027"	26	205631	12.6	14.0
	"Baxter County, AR"	"05005"	15	41062	Unreliable	Unreliable
	"Benton County, AR"	"05007"	43	258291	16.6	16.6
	"Craighead County, AR"	"05031"	20	105835	18.9	19.2
	"Crawford County, AR"	"05033"	11	62267	Unreliable	Unreliable
	"Faulkner County, AR"	"05045"	23	122227	18.8	19.4
	"Garland County, AR"	"05051"	18	97477	Unreliable	Unreliable
	"Greene County, AR"	"05055"	14	44598	Unreliable	Unreliable
	"Jefferson County, AR"	"05069"	12	70016	Unreliable	Unreliable
	"Lonoke County, AR"	"05085"	14	72228	Unreliable	Unreliable
	"Pulaski County, AR"	"05119"	75	393250	19.1	18.5
	"Saline County, AR"	"05125"	18	118703	Unreliable	Unreliable
	"Sebastian County, AR"	"05131"	21	127793	16.4	16.6
	"Union County, AR"	"05139"	10	39887	Unreliable	Unreliable
	"Washington County, AR"	"05143"	39	228049	17.1	17.6
	"White County, AR"	"05145"	14	79263	Unreliable	Unreliable
	"Alameda County, CA"	"06001"	160	1647704	9.7	8.9
	"Amador County, CA"	"06005"	10	37383	Unreliable	Unreliable
	"Butte County, CA"	"06007"	49	226864	21.6	21.5
	"Contra Costa County, CA"	"06013"	141	1135127	12.4	11.8
	"El Dorado County, CA"	"06017"	42	185625	22.6	22.7
	"Fresno County, CA"	"06019"	103	979915	10.5	11.1
	"Humboldt County, CA"	"06023"	36	136646	26.3	26.5
	"Imperial County, CA"	"06025"	15	180883	Unreliable	Unreliable
	"Kern County, CA"	"06029"	124	884788	14.0	14.4
	"Kings County, CA"	"06031"	14	149785	Unreliable	Unreliable
	"Lake County, CA"	"06033"	15	64116	Unreliable	Unreliable
	"Los Angeles County, CA"	"06037"	861	10137915	8.5	8.2
	"Madera County, CA"	"06039"	14	154697	Unreliable	Unreliable
	"Marin County, CA"	"06041"	47	260651	18.0	14.1
	"Mendocino County, CA"	"06045"	20	87628	22.8	23.7
	"Merced County, CA"	"06047"	34	268672	12.7	13.5
	"Monterey County, CA"	"06053"	36	435232	8.3	8.1
	"Napa County, CA"	"06055"	13	142166	Unreliable	Unreliable
	"Nevada County, CA"	"06057"	17	99107	Unreliable	Unreliable
	"Orange County, CA"	"06059"	323	3172532	10.2	9.5
	"Placer County, CA"	"06061"	56	380531	14.7	13.7
	"Riverside County, CA"	"06065"	291	2387741	12.2	11.8
	"Sacramento County, CA"	"06067"	198	1514460	13.1	13.0
	"San Bernardino County, CA"	"06071"	233	2140096	10.9	11.3
	"San Diego County, CA"	"06073"	420	3317749	12.7	12.2
	"San Francisco County, CA"	"06075"	116	870887	13.3	12.1
	"San Joaquin County, CA"	"06077"	74	733709	10.1	10.0
	"San Luis Obispo County, CA"	"06079"	60	282887	21.2	18.6
	"San Mateo County, CA"	"06081"	66	764797	8.6	7.9
	"Santa Barbara County, CA"	"06083"	53	446170	11.9	11.4
	"Santa Clara County, CA"	"06085"	149	1919402	7.8	7.5
	"Santa Cruz County, CA"	"06087"	49	274673	17.8	17.0
	"Shasta County, CA"	"06089"	37	179631	20.6	21.0
	"Siskiyou County, CA"	"06093"	15	43603	Unreliable	Unreliable
	"Solano County, CA"	"06095"	47	440207	10.7	10.6
	"Sonoma County, CA"	"06097"	73	503070	14.5	12.8
	"Stanislaus County, CA"	"06099"	62	541560	11.4	11.3
	"Sutter County, CA"	"06101"	20	96651	20.7	18.9
	"Tehama County, CA"	"06103"	16	63276	Unreliable	Unreliable
	"Tulare County, CA"	"06107"	42	460437	9.1	9.6
	"Tuolumne County, CA"	"06109"	12	53804	Unreliable	Unreliable
	"Ventura County, CA"	"06111"	89	849738	10.5	10.0
	"Yolo County, CA"	"06113"	30	215802	13.9	13.5
	"Yuba County, CA"	"06115"	11	75275	Unreliable	Unreliable
	"Adams County, CO"	"08001"	84	498187	16.9	16.8
	"Arapahoe County, CO"	"08005"	119	637068	18.7	18.6
	"Boulder County, CO"	"08013"	53	322226	16.4	16.1
	"Broomfield County, CO"	"08014"	16	66529	Unreliable	Unreliable
	"Delta County, CO"	"08029"	13	30442	Unreliable	Unreliable
	"Denver County, CO"	"08031"	124	693060	17.9	17.2
	"Douglas County, CO"	"08035"	60	328632	18.3	18.2
	"El Paso County, CO"	"08041"	194	688284	28.2	27.6
	"Fremont County, CO"	"08043"	17	47446	Unreliable	Unreliable
	"Garfield County, CO"	"08045"	14	58887	Unreliable	Unreliable
	"Gunnison County, CO"	"08051"	10	16408	Unreliable	Unreliable
	"Jefferson County, CO"	"08059"	105	571837	18.4	17.9
	"La Plata County, CO"	"08067"	13	55623	Unreliable	Unreliable
	"Larimer County, CO"	"08069"	73	339993	21.5	21.1
	"Mesa County, CO"	"08077"	51	150083	34.0	35.4
	"Montezuma County, CO"	"08083"	15	26999	Unreliable	Unreliable
	"Montrose County, CO"	"08085"	10	41471	Unreliable	Unreliable
	"Park County, CO"	"08093"	11	17166	Unreliable	Unreliable
	"Pueblo County, CO"	"08101"	36	165123	21.8	21.9
	"Weld County, CO"	"08123"	56	294932	19.0	19.0
	"Fairfield County, CT"	"09001"	94	944177	10.0	9.2
