"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Baldwin County, AL"	"01003"	39	200111	19.5	19.0
	"Calhoun County, AL"	"01015"	15	115916	Unreliable	Unreliable
	"Coffee County, AL"	"01031"	12	50909	Unreliable	Unreliable
	"Colbert County, AL"	"01033"	11	54543	Unreliable	Unreliable
	"Cullman County, AL"	"01043"	21	81289	25.8	26.2
	"DeKalb County, AL"	"01049"	10	71065	Unreliable	Unreliable
	"Elmore County, AL"	"01051"	20	80977	24.7	25.8
	"Etowah County, AL"	"01055"	15	103531	Unreliable	Unreliable
	"Houston County, AL"	"01069"	12	104193	Unreliable	Unreliable
	"Jackson County, AL"	"01071"	15	52665	Unreliable	Unreliable
	"Jefferson County, AL"	"01073"	75	660793	11.3	10.8
	"Lauderdale County, AL"	"01077"	12	93096	Unreliable	Unreliable
	"Lee County, AL"	"01081"	20	154255	13.0	13.4
	"Limestone County, AL"	"01083"	15	90787	Unreliable	Unreliable
	"Madison County, AL"	"01089"	46	350299	13.1	12.8
	"Marshall County, AL"	"01095"	15	94636	Unreliable	Unreliable
	"Mobile County, AL"	"01097"	61	415123	14.7	14.8
	"Montgomery County, AL"	"01101"	24	226189	10.6	10.7
	"Morgan County, AL"	"01103"	24	119607	20.1	20.3
	"Russell County, AL"	"01113"	11	59608	Unreliable	Unreliable
	"St. Clair County, AL"	"01115"	19	86697	Unreliable	Unreliable
	"Shelby County, AL"	"01117"	26	206655	12.6	12.0
	"Talladega County, AL"	"01121"	15	81322	Unreliable	Unreliable
	"Tuscaloosa County, AL"	"01125"	21	202212	10.4	10.5
	"Walker County, AL"	"01127"	18	65471	Unreliable	Unreliable
	"Anchorage Borough, AK"	"02020"	59	301010	19.6	19.3
	"Fairbanks North Star Borough, AK"	"02090"	22	99357	22.1	22.2
	"Kenai Peninsula Borough, AK"	"02122"	21	57477	36.5	37.2
	"Matanuska-Susitna Borough, AK"	"02170"	22	97882	22.5	21.9
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Missing	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Missing	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	25	71828	34.8	34.8
	"Cochise County, AZ"	"04003"	40	127448	31.4	30.4
	"Coconino County, AZ"	"04005"	29	137682	21.1	20.5
	"Gila County, AZ"	"04007"	18	53119	Unreliable	Unreliable
	"Maricopa County, AZ"	"04013"	660	4087191	16.1	16.0
	"Mohave County, AZ"	"04015"	76	203361	37.4	35.0
	"Navajo County, AZ"	"04017"	23	108101	21.3	22.7
	"Pima County, AZ"	"04019"	186	1004516	18.5	17.9
	"Pinal County, AZ"	"04021"	66	401918	16.4	15.8
	"Yavapai County, AZ"	"04025"	79	218844	36.1	33.6
	"Yuma County, AZ"	"04027"	33	203247	16.2	15.3
	"Benton County, AR"	"05007"	37	242321	15.3	15.6
	"Craighead County, AR"	"05031"	16	102518	Unreliable	Unreliable
	"Crawford County, AR"	"05033"	11	61697	Unreliable	Unreliable
	"Faulkner County, AR"	"05045"	19	120768	Unreliable	Unreliable
	"Garland County, AR"	"05051"	37	97322	38.0	41.3
	"Jefferson County, AR"	"05069"	10	72297	Unreliable	Unreliable
