"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	21	55416	37.9	40.4
	"Baldwin County, AL"	"01003"	70	208563	33.6	25.4
	"Blount County, AL"	"01009"	29	57704	50.3	42.8
	"Bullock County, AL"	"01011"	13	10362	Unreliable	Unreliable
	"Butler County, AL"	"01013"	13	19998	Unreliable	Unreliable
	"Calhoun County, AL"	"01015"	64	114611	55.8	46.5
	"Chambers County, AL"	"01017"	46	33843	135.9	98.1
	"Cherokee County, AL"	"01019"	26	25725	101.1	80.4
	"Chilton County, AL"	"01021"	15	43941	Unreliable	Unreliable
	"Choctaw County, AL"	"01023"	16	12993	Unreliable	Unreliable
	"Clarke County, AL"	"01025"	25	24392	102.5	71.9
	"Coffee County, AL"	"01031"	36	51226	70.3	60.6
	"Colbert County, AL"	"01033"	40	54216	73.8	51.7
	"Covington County, AL"	"01039"	28	37458	74.8	47.7
	"Crenshaw County, AL"	"01041"	21	13913	150.9	107.8
	"Cullman County, AL"	"01043"	64	82471	77.6	64.8
	"Dale County, AL"	"01045"	31	49226	63.0	53.6
	"Dallas County, AL"	"01047"	41	40008	102.5	85.0
	"DeKalb County, AL"	"01049"	24	70900	33.9	30.0
	"Elmore County, AL"	"01051"	62	81799	75.8	78.9
	"Escambia County, AL"	"01053"	16	37728	Unreliable	Unreliable
	"Etowah County, AL"	"01055"	84	102564	81.9	65.9
	"Fayette County, AL"	"01057"	18	16546	Unreliable	Unreliable
	"Franklin County, AL"	"01059"	15	31628	Unreliable	Unreliable
	"Geneva County, AL"	"01061"	34	26614	127.8	91.7
	"Henry County, AL"	"01067"	18	17164	Unreliable	Unreliable
	"Houston County, AL"	"01069"	83	104056	79.8	66.7
	"Jackson County, AL"	"01071"	42	52138	80.6	61.5
	"Jefferson County, AL"	"01073"	390	659521	59.1	48.4
	"Lauderdale County, AL"	"01077"	90	92318	97.5	69.5
	"Lawrence County, AL"	"01079"	10	33244	Unreliable	Unreliable
	"Lee County, AL"	"01081"	57	158991	35.9	49.1
	"Limestone County, AL"	"01083"	41	92753	44.2	47.8
	"Macon County, AL"	"01087"	13	18963	Unreliable	Unreliable
	"Madison County, AL"	"01089"	198	356967	55.5	52.9
	"Marion County, AL"	"01093"	16	29998	Unreliable	Unreliable
	"Marshall County, AL"	"01095"	65	95157	68.3	60.6
	"Mobile County, AL"	"01097"	185	414836	44.6	41.0
	"Montgomery County, AL"	"01101"	165	226349	72.9	70.0
	"Morgan County, AL"	"01103"	72	119012	60.5	51.6
	"Pickens County, AL"	"01107"	11	20324	Unreliable	Unreliable
	"Pike County, AL"	"01109"	10	33286	Unreliable	Unreliable
	"Randolph County, AL"	"01111"	14	22652	Unreliable	Unreliable
