"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	14	54135	Unreliable	Unreliable
	"Baldwin County, AL"	"01003"	53	179406	29.5	25.3
	"Barbour County, AL"	"01005"	18	27657	Unreliable	Unreliable
	"Bullock County, AL"	"01011"	15	10987	Unreliable	Unreliable
	"Butler County, AL"	"01013"	12	20867	Unreliable	Unreliable
	"Calhoun County, AL"	"01015"	47	118363	39.7	39.2
	"Chambers County, AL"	"01017"	44	34384	128.0	92.4
	"Cherokee County, AL"	"01019"	22	25854	85.1	81.7
	"Chilton County, AL"	"01021"	10	43484	Unreliable	Unreliable
	"Clarke County, AL"	"01025"	35	26038	134.4	115.5
	"Coffee County, AL"	"01031"	40	49440	80.9	75.8
	"Colbert County, AL"	"01033"	16	54426	Unreliable	Unreliable
	"Covington County, AL"	"01039"	28	37648	74.4	51.4
	"Crenshaw County, AL"	"01041"	13	14024	Unreliable	Unreliable
	"Cullman County, AL"	"01043"	41	80351	51.0	46.6
	"Dale County, AL"	"01045"	25	49854	50.1	53.3
	"Dallas County, AL"	"01047"	22	43759	50.3	47.7
	"DeKalb County, AL"	"01049"	23	70864	32.5	32.8
	"Elmore County, AL"	"01051"	21	78632	26.7	34.7
	"Escambia County, AL"	"01053"	22	38249	57.5	54.8
	"Etowah County, AL"	"01055"	99	104239	95.0	79.2
	"Fayette County, AL"	"01057"	11	17310	Unreliable	Unreliable
	"Franklin County, AL"	"01059"	10	31589	Unreliable	Unreliable
	"Geneva County, AL"	"01061"	19	26653	Unreliable	Unreliable
	"Henry County, AL"	"01067"	15	17243	Unreliable	Unreliable
	"Houston County, AL"	"01069"	52	100500	51.7	49.4
	"Jackson County, AL"	"01071"	14	53461	Unreliable	Unreliable
	"Jefferson County, AL"	"01073"	268	658441	40.7	36.3
	"Lauderdale County, AL"	"01077"	85	92526	91.9	72.8
	"Lawrence County, AL"	"01079"	15	34315	Unreliable	Unreliable
	"Lee County, AL"	"01081"	35	138566	25.3	40.9
	"Limestone County, AL"	"01083"	28	81326	34.4	43.0
	"Madison County, AL"	"01089"	109	330856	32.9	38.0
	"Marion County, AL"	"01093"	23	30646	75.1	56.9
	"Marshall County, AL"	"01095"	61	92213	66.2	64.8
	"Mobile County, AL"	"01097"	132	411994	32.0	33.3
	"Monroe County, AL"	"01099"	16	23218	Unreliable	Unreliable
	"Montgomery County, AL"	"01101"	92	227607	40.4	42.4
	"Morgan County, AL"	"01103"	61	118954	51.3	51.5
	"Perry County, AL"	"01105"	11	10690	Unreliable	Unreliable
	"Pike County, AL"	"01109"	11	32560	Unreliable	Unreliable
	"Randolph County, AL"	"01111"	16	22864	Unreliable	Unreliable
	"Russell County, AL"	"01113"	26	52162	49.8	51.5
	"St. Clair County, AL"	"01115"	37	83009	44.6	57.0
	"Shelby County, AL"	"01117"	38	192708	19.7	31.0
	"Talladega County, AL"	"01121"	28	82674	33.9	35.7
	"Tallapoosa County, AL"	"01123"	16	41831	Unreliable	Unreliable
	"Tuscaloosa County, AL"	"01125"	49	192792	25.4	30.7
	"Walker County, AL"	"01127"	31	67347	46.0	41.6
	"Washington County, AL"	"01129"	10	17493	Unreliable	Unreliable
	"Winston County, AL"	"01133"	18	24691	Unreliable	Unreliable
	"Anchorage Borough, AK"	"02020"	34	287677	11.8	26.1
	"Fairbanks North Star Borough, AK"	"02090"	12	95238	Unreliable	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	Missing	Missing	Missing	Missing
	"Kenai Peninsula Borough, AK"	"02122"	14	54796	Unreliable	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	17	86885	Unreliable	Unreliable
	"Petersburg Borough/Census Area, AK"	"02195"	Missing	Missing	Missing	Missing
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Missing	Missing	Missing	Missing
	"Skagway Municipality, AK"	"02230"	Missing	Missing	Missing	Missing
	"Wrangell City and Borough, AK"	"02275"	Missing	Missing	Missing	Missing
	"Cochise County, AZ"	"04003"	43	130081	33.1	29.3
	"Coconino County, AZ"	"04005"	21	133477	15.7	29.9
	"Gila County, AZ"	"04007"	37	53561	69.1	46.7
	"Maricopa County, AZ"	"04013"	1715	3803779	45.1	48.0
	"Mohave County, AZ"	"04015"	76	199696	38.1	27.9
	"Navajo County, AZ"	"04017"	25	107571	23.2	29.4
	"Pima County, AZ"	"04019"	295	975580	30.2	24.8
	"Pinal County, AZ"	"04021"	78	349830	22.3	30.2
	"Santa Cruz County, AZ"	"04023"	13	47011	Unreliable	Unreliable
	"Yavapai County, AZ"	"04025"	110	211172	52.1	30.4
	"Yuma County, AZ"	"04027"	21	193714	10.8	11.2
	"Ashley County, AR"	"05003"	16	21920	Unreliable	Unreliable
	"Baxter County, AR"	"05005"	29	41561	69.8	32.6
	"Benton County, AR"	"05007"	29	216620	13.4	13.9
	"Boone County, AR"	"05009"	19	36844	Unreliable	Unreliable
	"Clark County, AR"	"05019"	21	23100	90.9	73.6
	"Clay County, AR"	"05021"	11	16056	Unreliable	Unreliable
	"Cleburne County, AR"	"05023"	14	25870	Unreliable	Unreliable
	"Columbia County, AR"	"05027"	18	24622	Unreliable	Unreliable
	"Conway County, AR"	"05029"	16	21257	Unreliable	Unreliable
	"Craighead County, AR"	"05031"	60	95482	62.8	67.4
	"Crawford County, AR"	"05033"	34	61595	55.2	62.5
	"Crittenden County, AR"	"05035"	20	50929	39.3	52.1
	"Cross County, AR"	"05037"	13	17971	Unreliable	Unreliable
	"Faulkner County, AR"	"05045"	45	110813	40.6	55.8
	"Garland County, AR"	"05051"	70	95840	73.0	44.8
	"Greene County, AR"	"05055"	25	41723	59.9	58.7
	"Hempstead County, AR"	"05057"	15	22615	Unreliable	Unreliable
	"Independence County, AR"	"05063"	12	36259	Unreliable	Unreliable
	"Jackson County, AR"	"05067"	19	17945	Unreliable	Unreliable
	"Jefferson County, AR"	"05069"	24	77759	30.9	28.7
	"Johnson County, AR"	"05071"	13	25374	Unreliable	Unreliable
	"Lawrence County, AR"	"05075"	13	17336	Unreliable	Unreliable
	"Lonoke County, AR"	"05085"	32	67481	47.4	62.8
	"Miller County, AR"	"05091"	16	43284	Unreliable	Unreliable
	"Mississippi County, AR"	"05093"	27	46857	57.6	63.4
	"Ouachita County, AR"	"05103"	17	26024	Unreliable	Unreliable
	"Phillips County, AR"	"05107"	11	21976	Unreliable	Unreliable
	"Poinsett County, AR"	"05111"	16	24632	Unreliable	Unreliable
	"Polk County, AR"	"05113"	10	20583	Unreliable	Unreliable
	"Pope County, AR"	"05115"	30	61302	48.9	50.5
	"Pulaski County, AR"	"05119"	126	380053	33.2	33.8
	"St. Francis County, AR"	"05123"	16	28336	Unreliable	Unreliable
	"Saline County, AR"	"05125"	41	105362	38.9	40.4
	"Sebastian County, AR"	"05131"	49	125116	39.2	36.9
	"Union County, AR"	"05139"	20	41944	47.7	35.2
	"Van Buren County, AR"	"05141"	12	17293	Unreliable	Unreliable
	"Washington County, AR"	"05143"	50	199774	25.0	32.8
	"White County, AR"	"05145"	32	76284	41.9	40.1
	"Alameda County, CA"	"06001"	469	1498539	31.3	33.0
	"Amador County, CA"	"06005"	25	38238	65.4	42.8
	"Butte County, CA"	"06007"	174	219777	79.2	54.8
	"Calaveras County, CA"	"06009"	16	45900	Unreliable	Unreliable
	"Contra Costa County, CA"	"06013"	560	1037890	54.0	50.0
	"El Dorado County, CA"	"06017"	84	180455	46.5	44.0
	"Fresno County, CA"	"06019"	363	921478	39.4	45.4
	"Humboldt County, CA"	"06023"	41	133744	30.7	27.9
	"Imperial County, CA"	"06025"	25	172008	14.5	18.5
	"Kern County, CA"	"06029"	251	830137	30.2	47.1
	"Kings County, CA"	"06031"	26	152278	17.1	29.7
	"Lake County, CA"	"06033"	29	64413	45.0	33.9
	"Los Angeles County, CA"	"06037"	3125	9787400	31.9	35.1
	"Madera County, CA"	"06039"	56	149234	37.5	46.2
	"Marin County, CA"	"06041"	146	250862	58.2	39.8
	"Mendocino County, CA"	"06045"	27	87722	30.8	25.1
	"Merced County, CA"	"06047"	72	252302	28.5	39.1
	"Monterey County, CA"	"06053"	103	410263	25.1	26.7
	"Napa County, CA"	"06055"	81	135280	59.9	42.2
	"Nevada County, CA"	"06057"	33	98591	33.5	19.4
	"Orange County, CA"	"06059"	1166	2987177	39.0	40.2
	"Placer County, CA"	"06061"	178	343810	51.8	42.0
	"Plumas County, CA"	"06063"	11	20169	Unreliable	Unreliable
	"Riverside County, CA"	"06065"	778	2146725	36.2	39.5
	"Sacramento County, CA"	"06067"	506	1408601	35.9	37.5
	"San Benito County, CA"	"06069"	12	54436	Unreliable	Unreliable
	"San Bernardino County, CA"	"06071"	612	2013960	30.4	47.1
	"San Diego County, CA"	"06073"	1549	3061203	50.6	49.7
	"San Francisco County, CA"	"06075"	325	801922	40.5	31.7
	"San Joaquin County, CA"	"06077"	284	677736	41.9	49.4
	"San Luis Obispo County, CA"	"06079"	120	268145	44.8	33.2
	"San Mateo County, CA"	"06081"	373	713617	52.3	42.3
	"Santa Barbara County, CA"	"06083"	183	420356	43.5	35.1
	"Santa Clara County, CA"	"06085"	795	1765137	45.0	49.1
	"Santa Cruz County, CA"	"06087"	111	260009	42.7	42.5
	"Shasta County, CA"	"06089"	95	177279	53.6	40.1
	"Siskiyou County, CA"	"06093"	17	44788	Unreliable	Unreliable
	"Solano County, CA"	"06095"	209	410290	50.9	58.2
