"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	23	54571	42.1	48.6
	"Baldwin County, AL"	"01003"	63	182265	34.6	27.9
	"Barbour County, AL"	"01005"	20	27457	72.8	68.1
	"Blount County, AL"	"01009"	49	57322	85.5	86.4
	"Butler County, AL"	"01013"	14	20947	Unreliable	Unreliable
	"Calhoun County, AL"	"01015"	144	118572	121.4	108.5
	"Chambers County, AL"	"01017"	14	34215	Unreliable	Unreliable
	"Cherokee County, AL"	"01019"	27	25989	103.9	91.0
	"Chilton County, AL"	"01021"	30	43643	68.7	70.6
	"Clarke County, AL"	"01025"	16	25833	Unreliable	Unreliable
	"Clay County, AL"	"01027"	16	13932	Unreliable	Unreliable
	"Cleburne County, AL"	"01029"	11	14972	Unreliable	Unreliable
	"Coffee County, AL"	"01031"	19	49948	Unreliable	Unreliable
	"Colbert County, AL"	"01033"	44	54428	80.8	65.4
	"Coosa County, AL"	"01037"	10	11539	Unreliable	Unreliable
	"Covington County, AL"	"01039"	29	37765	76.8	50.9
	"Crenshaw County, AL"	"01041"	22	13906	158.2	128.3
	"Cullman County, AL"	"01043"	58	80406	72.1	62.1
	"Dale County, AL"	"01045"	20	50251	39.8	39.7
	"Dallas County, AL"	"01047"	24	43820	54.8	50.7
	"DeKalb County, AL"	"01049"	37	71109	52.0	50.0
	"Elmore County, AL"	"01051"	34	79303	42.9	48.9
	"Escambia County, AL"	"01053"	29	38319	75.7	71.6
	"Etowah County, AL"	"01055"	112	104430	107.2	88.6
	"Fayette County, AL"	"01057"	28	17241	162.4	129.5
	"Franklin County, AL"	"01059"	31	31704	97.8	88.7
	"Geneva County, AL"	"01061"	13	26790	Unreliable	Unreliable
	"Hale County, AL"	"01065"	11	15760	Unreliable	Unreliable
	"Houston County, AL"	"01069"	22	101547	21.7	18.5
	"Jackson County, AL"	"01071"	39	53227	73.3	61.9
	"Jefferson County, AL"	"01073"	475	658466	72.1	64.9
	"Lamar County, AL"	"01075"	22	14564	151.1	109.7
	"Lauderdale County, AL"	"01077"	64	92709	69.0	53.8
	"Lawrence County, AL"	"01079"	26	34339	75.7	74.0
	"Lee County, AL"	"01081"	26	140247	18.5	26.4
	"Limestone County, AL"	"01083"	25	82782	30.2	31.3
	"Macon County, AL"	"01087"	15	21452	Unreliable	Unreliable
	"Madison County, AL"	"01089"	111	334811	33.2	35.4
	"Marion County, AL"	"01093"	42	30776	136.5	106.4
	"Marshall County, AL"	"01095"	63	93019	67.7	63.4
	"Mobile County, AL"	"01097"	191	412992	46.2	45.5
	"Monroe County, AL"	"01099"	16	23068	Unreliable	Unreliable
	"Montgomery County, AL"	"01101"	120	229363	52.3	53.8
	"Morgan County, AL"	"01103"	86	119490	72.0	68.5
	"Pickens County, AL"	"01107"	19	19746	Unreliable	Unreliable
	"Pike County, AL"	"01109"	23	32899	69.9	70.8
	"Randolph County, AL"	"01111"	17	22913	Unreliable	Unreliable
	"Russell County, AL"	"01113"	41	52947	77.4	79.0
	"St. Clair County, AL"	"01115"	47	83593	56.2	60.9
	"Shelby County, AL"	"01117"	63	195085	32.3	43.6
	"Sumter County, AL"	"01119"	10	13763	Unreliable	Unreliable
	"Talladega County, AL"	"01121"	61	82291	74.1	71.1
	"Tallapoosa County, AL"	"01123"	34	41616	81.7	66.4
	"Tuscaloosa County, AL"	"01125"	79	194656	40.6	46.3
	"Walker County, AL"	"01127"	57	67023	85.0	72.3
	"Washington County, AL"	"01129"	13	17581	Unreliable	Unreliable
	"Winston County, AL"	"01133"	28	24484	114.4	92.9
	"Anchorage Borough, AK"	"02020"	66	291826	22.6	35.5
	"Fairbanks North Star Borough, AK"	"02090"	14	97581	Unreliable	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	Missing	Missing	Missing	Missing
	"Kenai Peninsula Borough, AK"	"02122"	21	55400	37.9	43.7
	"Matanuska-Susitna Borough, AK"	"02170"	27	88995	30.3	46.5
	"Petersburg Borough/Census Area, AK"	"02195"	Missing	Missing	Missing	Missing
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Missing	Missing	Missing	Missing
	"Skagway Municipality, AK"	"02230"	Missing	Missing	Missing	Missing
	"Wrangell City and Borough, AK"	"02275"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	49	71518	68.5	80.9
	"Cochise County, AZ"	"04003"	86	131346	65.5	52.7
	"Coconino County, AZ"	"04005"	46	134421	34.2	51.4
	"Gila County, AZ"	"04007"	43	53597	80.2	51.7
	"Graham County, AZ"	"04009"	21	37220	56.4	66.3
	"La Paz County, AZ"	"04012"	22	20489	107.4	54.2
	"Maricopa County, AZ"	"04013"	1104	3817117	28.9	29.5
	"Mohave County, AZ"	"04015"	134	200186	66.9	43.3
	"Navajo County, AZ"	"04017"	45	107449	41.9	46.9
	"Pima County, AZ"	"04019"	498	980263	50.8	41.7
	"Pinal County, AZ"	"04021"	93	375770	24.7	26.2
	"Santa Cruz County, AZ"	"04023"	20	47420	42.2	45.5
	"Yavapai County, AZ"	"04025"	171	211033	81.0	48.0
	"Yuma County, AZ"	"04027"	107	195751	54.7	50.7
	"Arkansas County, AR"	"05001"	11	19019	Unreliable	Unreliable
	"Ashley County, AR"	"05003"	18	21853	Unreliable	Unreliable
	"Baxter County, AR"	"05005"	36	41513	86.7	45.4
	"Benton County, AR"	"05007"	81	221339	36.6	37.5
	"Boone County, AR"	"05009"	18	36903	Unreliable	Unreliable
	"Carroll County, AR"	"05015"	10	27446	Unreliable	Unreliable
	"Chicot County, AR"	"05017"	12	11800	Unreliable	Unreliable
	"Clark County, AR"	"05019"	26	22995	113.1	97.6
	"Clay County, AR"	"05021"	22	16083	136.8	90.7
	"Cleburne County, AR"	"05023"	20	25970	77.0	48.1
	"Columbia County, AR"	"05027"	14	24552	Unreliable	Unreliable
	"Conway County, AR"	"05029"	18	21273	Unreliable	Unreliable
	"Craighead County, AR"	"05031"	71	96443	73.6	75.2
	"Crawford County, AR"	"05033"	51	61948	82.3	89.3
	"Crittenden County, AR"	"05035"	30	50902	58.9	72.5
	"Cross County, AR"	"05037"	13	17870	Unreliable	Unreliable
	"Dallas County, AR"	"05039"	11	8116	Unreliable	Unreliable
	"Drew County, AR"	"05043"	15	18509	Unreliable	Unreliable
	"Faulkner County, AR"	"05045"	59	113237	52.1	66.8
	"Franklin County, AR"	"05047"	13	18125	Unreliable	Unreliable
	"Fulton County, AR"	"05049"	10	12245	Unreliable	Unreliable
	"Garland County, AR"	"05051"	160	96024	166.6	104.0
	"Greene County, AR"	"05055"	39	42090	92.7	90.1
	"Hempstead County, AR"	"05057"	31	22609	137.1	115.4
	"Hot Spring County, AR"	"05059"	40	32923	121.5	106.0
	"Howard County, AR"	"05061"	14	13789	Unreliable	Unreliable
	"Independence County, AR"	"05063"	36	36647	98.2	77.6
	"Izard County, AR"	"05065"	16	13696	Unreliable	Unreliable
	"Jackson County, AR"	"05067"	12	17997	Unreliable	Unreliable
	"Jefferson County, AR"	"05069"	54	77435	69.7	65.7
	"Johnson County, AR"	"05071"	19	25540	Unreliable	Unreliable
	"Lawrence County, AR"	"05075"	29	17415	166.5	118.5
	"Little River County, AR"	"05081"	13	13171	Unreliable	Unreliable
	"Logan County, AR"	"05083"	14	22353	Unreliable	Unreliable
	"Lonoke County, AR"	"05085"	32	68356	46.8	56.0
	"Madison County, AR"	"05087"	10	15717	Unreliable	Unreliable
	"Miller County, AR"	"05091"	34	43462	78.2	72.2
	"Mississippi County, AR"	"05093"	36	46480	77.5	80.1
	"Ouachita County, AR"	"05103"	25	26120	95.7	71.0
	"Phillips County, AR"	"05107"	13	21757	Unreliable	Unreliable
	"Pike County, AR"	"05109"	13	11291	Unreliable	Unreliable
	"Poinsett County, AR"	"05111"	24	24583	97.6	87.0
	"Polk County, AR"	"05113"	15	20662	Unreliable	Unreliable
	"Pope County, AR"	"05115"	40	61754	64.8	66.2
	"Pulaski County, AR"	"05119"	183	382748	47.8	47.3
	"Randolph County, AR"	"05121"	36	17969	200.3	135.2
	"St. Francis County, AR"	"05123"	18	28258	Unreliable	Unreliable
	"Saline County, AR"	"05125"	48	107118	44.8	43.4
	"Sebastian County, AR"	"05131"	62	125744	49.3	46.4
	"Sevier County, AR"	"05133"	16	17058	Unreliable	Unreliable
	"Sharp County, AR"	"05135"	22	17264	127.4	81.6
	"Stone County, AR"	"05137"	14	12394	Unreliable	Unreliable
	"Union County, AR"	"05139"	34	41639	81.7	62.8
	"Van Buren County, AR"	"05141"	14	17295	Unreliable	Unreliable
	"Washington County, AR"	"05143"	91	203065	44.8	57.7
	"White County, AR"	"05145"	52	77076	67.5	63.1
	"Alameda County, CA"	"06001"	672	1510271	44.5	45.9
	"Amador County, CA"	"06005"	44	38091	115.5	71.8
	"Butte County, CA"	"06007"	169	220000	76.8	58.0
	"Calaveras County, CA"	"06009"	27	45578	59.2	38.3
	"Colusa County, CA"	"06011"	12	21419	Unreliable	Unreliable
	"Contra Costa County, CA"	"06013"	442	1049025	42.1	39.6
	"Del Norte County, CA"	"06015"	18	28610	Unreliable	Unreliable
	"El Dorado County, CA"	"06017"	84	181058	46.4	40.9
	"Fresno County, CA"	"06019"	535	930450	57.5	66.0
	"Glenn County, CA"	"06021"	11	28122	Unreliable	Unreliable
