"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	30	55347	54.2	53.9
	"Baldwin County, AL"	"01003"	95	203709	46.6	34.7
	"Blount County, AL"	"01009"	40	57673	69.4	57.3
	"Butler County, AL"	"01013"	10	20154	Unreliable	Unreliable
	"Calhoun County, AL"	"01015"	89	115620	77.0	65.1
	"Chambers County, AL"	"01017"	18	34123	Unreliable	Unreliable
	"Cherokee County, AL"	"01019"	19	25859	Unreliable	Unreliable
	"Chilton County, AL"	"01021"	25	43943	56.9	46.8
	"Clarke County, AL"	"01025"	20	24675	81.1	65.4
	"Clay County, AL"	"01027"	11	13555	Unreliable	Unreliable
	"Coffee County, AL"	"01031"	26	51211	50.8	43.9
	"Colbert County, AL"	"01033"	38	54354	69.9	51.8
	"Coosa County, AL"	"01037"	15	10724	Unreliable	Unreliable
	"Covington County, AL"	"01039"	39	37835	103.1	69.2
	"Cullman County, AL"	"01043"	37	82005	45.1	35.2
	"Dale County, AL"	"01045"	19	49565	Unreliable	Unreliable
	"Dallas County, AL"	"01047"	31	41131	75.4	61.1
	"DeKalb County, AL"	"01049"	52	71130	73.1	63.3
	"Elmore County, AL"	"01051"	34	81468	41.7	41.6
	"Escambia County, AL"	"01053"	35	37789	92.6	77.7
	"Etowah County, AL"	"01055"	93	103057	90.2	69.1
	"Fayette County, AL"	"01057"	11	16759	Unreliable	Unreliable
	"Franklin County, AL"	"01059"	31	31696	97.8	86.0
	"Geneva County, AL"	"01061"	19	26777	Unreliable	Unreliable
	"Houston County, AL"	"01069"	41	104173	39.4	32.7
	"Jackson County, AL"	"01071"	34	52419	64.9	49.6
	"Jefferson County, AL"	"01073"	424	660367	64.2	54.7
	"Lamar County, AL"	"01075"	16	13886	Unreliable	Unreliable
	"Lauderdale County, AL"	"01077"	66	92596	71.3	51.7
	"Lawrence County, AL"	"01079"	13	33115	Unreliable	Unreliable
	"Lee County, AL"	"01081"	37	156993	23.6	30.4
	"Limestone County, AL"	"01083"	41	91663	44.7	44.6
	"Macon County, AL"	"01087"	10	19105	Unreliable	Unreliable
	"Madison County, AL"	"01089"	179	353089	50.7	46.8
	"Marengo County, AL"	"01091"	10	20028	Unreliable	Unreliable
	"Marion County, AL"	"01093"	30	30168	99.4	73.0
	"Marshall County, AL"	"01095"	72	94725	76.0	64.7
	"Mobile County, AL"	"01097"	221	415395	53.2	48.5
	"Monroe County, AL"	"01099"	13	21673	Unreliable	Unreliable
	"Montgomery County, AL"	"01101"	105	226519	46.4	44.2
	"Morgan County, AL"	"01103"	85	119565	71.1	60.8
	"Pickens County, AL"	"01107"	17	20864	Unreliable	Unreliable
	"Pike County, AL"	"01109"	15	33046	Unreliable	Unreliable
	"Randolph County, AL"	"01111"	15	22696	Unreliable	Unreliable
	"Russell County, AL"	"01113"	42	59660	70.4	69.9
	"St. Clair County, AL"	"01115"	45	87074	51.7	49.2
	"Shelby County, AL"	"01117"	70	208713	33.5	34.7
	"Talladega County, AL"	"01121"	64	80862	79.1	65.8
	"Tallapoosa County, AL"	"01123"	39	40844	95.5	70.6
	"Tuscaloosa County, AL"	"01125"	85	203976	41.7	44.4
	"Walker County, AL"	"01127"	60	65294	91.9	70.0
	"Washington County, AL"	"01129"	12	16804	Unreliable	Unreliable
	"Wilcox County, AL"	"01131"	10	11059	Unreliable	Unreliable
	"Winston County, AL"	"01133"	14	23877	Unreliable	Unreliable
	"Anchorage Borough, AK"	"02020"	74	298695	24.8	35.3
	"Fairbanks North Star Borough, AK"	"02090"	13	99631	Unreliable	Unreliable
	"Juneau Borough, AK"	"02110"	10	32756	Unreliable	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	12	58059	Unreliable	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	32	101095	31.7	44.8
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Missing	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Missing	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	58	71474	81.1	78.3
	"Cochise County, AZ"	"04003"	95	126427	75.1	51.9
	"Coconino County, AZ"	"04005"	51	139097	36.7	44.1
	"Gila County, AZ"	"04007"	47	53159	88.4	54.0
	"Graham County, AZ"	"04009"	16	37666	Unreliable	Unreliable
	"La Paz County, AZ"	"04012"	18	20152	Unreliable	Unreliable
	"Maricopa County, AZ"	"04013"	1269	4167947	30.4	27.9
	"Mohave County, AZ"	"04015"	140	204737	68.4	40.0
