"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	46	54135	85.0	101.5
	"Baldwin County, AL"	"01003"	131	179406	73.0	60.4
	"Barbour County, AL"	"01005"	28	27657	101.2	89.2
	"Bibb County, AL"	"01007"	27	22941	117.7	123.7
	"Blount County, AL"	"01009"	47	57341	82.0	80.2
	"Bullock County, AL"	"01011"	11	10987	Unreliable	Unreliable
	"Butler County, AL"	"01013"	26	20867	124.6	101.9
	"Calhoun County, AL"	"01015"	95	118363	80.3	74.8
	"Chambers County, AL"	"01017"	34	34384	98.9	77.1
	"Cherokee County, AL"	"01019"	28	25854	108.3	83.8
	"Chilton County, AL"	"01021"	36	43484	82.8	79.0
	"Choctaw County, AL"	"01023"	10	13976	Unreliable	Unreliable
	"Clarke County, AL"	"01025"	27	26038	103.7	91.2
	"Coffee County, AL"	"01031"	35	49440	70.8	63.8
	"Colbert County, AL"	"01033"	59	54426	108.4	81.7
	"Conecuh County, AL"	"01035"	13	13274	Unreliable	Unreliable
	"Coosa County, AL"	"01037"	15	11410	Unreliable	Unreliable
	"Covington County, AL"	"01039"	39	37648	103.6	74.9
	"Crenshaw County, AL"	"01041"	21	14024	149.7	120.9
	"Cullman County, AL"	"01043"	86	80351	107.0	93.3
	"Dale County, AL"	"01045"	40	49854	80.2	80.5
	"Dallas County, AL"	"01047"	50	43759	114.3	105.6
	"DeKalb County, AL"	"01049"	53	70864	74.8	71.2
	"Elmore County, AL"	"01051"	64	78632	81.4	89.1
	"Escambia County, AL"	"01053"	38	38249	99.3	88.4
	"Etowah County, AL"	"01055"	158	104239	151.6	124.4
	"Fayette County, AL"	"01057"	30	17310	173.3	134.0
	"Franklin County, AL"	"01059"	37	31589	117.1	102.2
	"Geneva County, AL"	"01061"	32	26653	120.1	95.0
	"Greene County, AL"	"01063"	10	9182	Unreliable	Unreliable
	"Hale County, AL"	"01065"	12	16025	Unreliable	Unreliable
	"Henry County, AL"	"01067"	22	17243	127.6	95.9
	"Houston County, AL"	"01069"	73	100500	72.6	65.6
	"Jackson County, AL"	"01071"	57	53461	106.6	92.6
	"Jefferson County, AL"	"01073"	754	658441	114.5	104.2
	"Lamar County, AL"	"01075"	18	14689	Unreliable	Unreliable
	"Lauderdale County, AL"	"01077"	88	92526	95.1	74.9
	"Lawrence County, AL"	"01079"	36	34315	104.9	98.9
	"Lee County, AL"	"01081"	45	138566	32.5	44.7
	"Limestone County, AL"	"01083"	62	81326	76.2	82.5
	"Lowndes County, AL"	"01085"	15	11486	Unreliable	Unreliable
	"Macon County, AL"	"01087"	24	21190	113.3	102.4
	"Madison County, AL"	"01089"	234	330856	70.7	76.4
	"Marengo County, AL"	"01091"	29	21170	137.0	112.3
	"Marion County, AL"	"01093"	27	30646	88.1	64.1
	"Marshall County, AL"	"01095"	80	92213	86.8	79.6
	"Mobile County, AL"	"01097"	298	411994	72.3	70.1
	"Monroe County, AL"	"01099"	23	23218	99.1	85.8
	"Montgomery County, AL"	"01101"	228	227607	100.2	102.0
	"Morgan County, AL"	"01103"	120	118954	100.9	96.2
	"Perry County, AL"	"01105"	17	10690	Unreliable	Unreliable
	"Pickens County, AL"	"01107"	23	19814	116.1	92.8
	"Pike County, AL"	"01109"	26	32560	79.9	82.0
	"Randolph County, AL"	"01111"	23	22864	100.6	81.0
	"Russell County, AL"	"01113"	50	52162	95.9	91.4
	"St. Clair County, AL"	"01115"	57	83009	68.7	68.1
	"Shelby County, AL"	"01117"	106	192708	55.0	69.7
	"Sumter County, AL"	"01119"	21	13746	152.8	123.6
	"Talladega County, AL"	"01121"	85	82674	102.8	95.0
	"Tallapoosa County, AL"	"01123"	43	41831	102.8	82.1
	"Tuscaloosa County, AL"	"01125"	121	192792	62.8	71.4
	"Walker County, AL"	"01127"	82	67347	121.8	101.0
	"Washington County, AL"	"01129"	21	17493	120.0	108.8
	"Wilcox County, AL"	"01131"	20	11870	168.5	141.1
	"Winston County, AL"	"01133"	30	24691	121.5	99.0
	"Anchorage Borough, AK"	"02020"	102	287677	35.5	59.9
	"Fairbanks North Star Borough, AK"	"02090"	25	95238	26.3	53.2
	"Hoonah-Angoon Census Area, AK"	"02105"	Missing	Missing	Missing	Missing
	"Juneau Borough, AK"	"02110"	15	30857	Unreliable	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	21	54796	38.3	42.5
	"Matanuska-Susitna Borough, AK"	"02170"	30	86885	34.5	69.4
	"Petersburg Borough/Census Area, AK"	"02195"	Missing	Missing	Missing	Missing
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Missing	Missing	Missing	Missing
	"Skagway Municipality, AK"	"02230"	Missing	Missing	Missing	Missing
	"Wrangell City and Borough, AK"	"02275"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	41	71008	57.7	69.6
	"Cochise County, AZ"	"04003"	105	130081	80.7	67.2
	"Coconino County, AZ"	"04005"	54	133477	40.5	57.8
	"Gila County, AZ"	"04007"	46	53561	85.9	56.1
	"Graham County, AZ"	"04009"	27	37525	72.0	84.3
	"La Paz County, AZ"	"04012"	18	20514	Unreliable	Unreliable
	"Maricopa County, AZ"	"04013"	1309	3803779	34.4	35.9
	"Mohave County, AZ"	"04015"	154	199696	77.1	52.7
	"Navajo County, AZ"	"04017"	61	107571	56.7	60.6
	"Pima County, AZ"	"04019"	492	975580	50.4	42.5
	"Pinal County, AZ"	"04021"	104	349830	29.7	30.0
	"Santa Cruz County, AZ"	"04023"	19	47011	Unreliable	Unreliable
	"Yavapai County, AZ"	"04025"	166	211172	78.6	46.5
	"Yuma County, AZ"	"04027"	137	193714	70.7	66.2
	"Arkansas County, AR"	"05001"	20	19134	104.5	86.6
	"Ashley County, AR"	"05003"	24	21920	109.5	93.2
	"Baxter County, AR"	"05005"	56	41561	134.7	71.5
	"Benton County, AR"	"05007"	128	216620	59.1	60.8
	"Boone County, AR"	"05009"	43	36844	116.7	85.2
	"Bradley County, AR"	"05011"	14	11538	Unreliable	Unreliable
	"Calhoun County, AR"	"05013"	10	5421	Unreliable	Unreliable
	"Carroll County, AR"	"05015"	19	27158	Unreliable	Unreliable
	"Chicot County, AR"	"05017"	28	11851	236.3	166.6
	"Clark County, AR"	"05019"	25	23100	108.2	91.2
	"Clay County, AR"	"05021"	18	16056	Unreliable	Unreliable
	"Cleburne County, AR"	"05023"	25	25870	96.6	55.3
	"Cleveland County, AR"	"05025"	11	8649	Unreliable	Unreliable
	"Columbia County, AR"	"05027"	29	24622	117.8	94.1
	"Conway County, AR"	"05029"	17	21257	Unreliable	Unreliable
	"Craighead County, AR"	"05031"	59	95482	61.8	64.4
	"Crawford County, AR"	"05033"	62	61595	100.7	103.2
	"Crittenden County, AR"	"05035"	44	50929	86.4	99.7
	"Cross County, AR"	"05037"	16	17971	Unreliable	Unreliable
	"Dallas County, AR"	"05039"	10	8188	Unreliable	Unreliable
	"Desha County, AR"	"05041"	13	13108	Unreliable	Unreliable
	"Drew County, AR"	"05043"	18	18495	Unreliable	Unreliable
	"Faulkner County, AR"	"05045"	44	110813	39.7	51.8
	"Franklin County, AR"	"05047"	23	18145	126.8	96.6
	"Fulton County, AR"	"05049"	21	12231	171.7	103.5
	"Garland County, AR"	"05051"	128	95840	133.6	89.3
	"Grant County, AR"	"05053"	19	17751	Unreliable	Unreliable
	"Greene County, AR"	"05055"	42	41723	100.7	93.1
	"Hempstead County, AR"	"05057"	32	22615	141.5	122.4
	"Hot Spring County, AR"	"05059"	39	32797	118.9	103.4
	"Howard County, AR"	"05061"	17	13741	Unreliable	Unreliable
	"Independence County, AR"	"05063"	32	36259	88.3	72.6
	"Izard County, AR"	"05065"	16	13679	Unreliable	Unreliable
	"Jackson County, AR"	"05067"	18	17945	Unreliable	Unreliable
	"Jefferson County, AR"	"05069"	68	77759	87.4	83.4
	"Johnson County, AR"	"05071"	26	25374	102.5	89.9
	"Lafayette County, AR"	"05073"	14	7654	Unreliable	Unreliable
	"Lawrence County, AR"	"05075"	25	17336	144.2	109.8
	"Lee County, AR"	"05077"	16	10458	Unreliable	Unreliable
	"Little River County, AR"	"05081"	21	13228	158.8	130.3
	"Logan County, AR"	"05083"	18	22429	Unreliable	Unreliable
	"Lonoke County, AR"	"05085"	69	67481	102.3	122.8
	"Madison County, AR"	"05087"	10	15673	Unreliable	Unreliable
	"Marion County, AR"	"05089"	18	16721	Unreliable	Unreliable
	"Miller County, AR"	"05091"	52	43284	120.1	111.9
	"Mississippi County, AR"	"05093"	53	46857	113.1	114.3
	"Montgomery County, AR"	"05097"	11	9490	Unreliable	Unreliable
	"Nevada County, AR"	"05099"	13	9058	Unreliable	Unreliable
	"Ouachita County, AR"	"05103"	27	26024	103.8	74.3
	"Phillips County, AR"	"05107"	28	21976	127.4	111.0
	"Poinsett County, AR"	"05111"	27	24632	109.6	96.9
	"Polk County, AR"	"05113"	20	20583	97.2	67.3
	"Pope County, AR"	"05115"	36	61302	58.7	57.2
	"Prairie County, AR"	"05117"	11	8754	Unreliable	Unreliable
	"Pulaski County, AR"	"05119"	297	380053	78.1	78.0
	"Randolph County, AR"	"05121"	32	17964	178.1	126.3
	"St. Francis County, AR"	"05123"	23	28336	81.2	82.4
	"Saline County, AR"	"05125"	61	105362	57.9	56.2
	"Scott County, AR"	"05127"	15	11097	Unreliable	Unreliable
	"Searcy County, AR"	"05129"	10	8190	Unreliable	Unreliable
	"Sebastian County, AR"	"05131"	134	125116	107.1	102.2
	"Sevier County, AR"	"05133"	22	16812	130.9	130.4
	"Sharp County, AR"	"05135"	20	17373	115.1	63.5
	"Stone County, AR"	"05137"	15	12340	Unreliable	Unreliable
	"Union County, AR"	"05139"	43	41944	102.5	81.1
	"Van Buren County, AR"	"05141"	17	17293	Unreliable	Unreliable
	"Washington County, AR"	"05143"	126	199774	63.1	80.6
	"White County, AR"	"05145"	80	76284	104.9	96.9
	"Yell County, AR"	"05149"	26	22145	117.4	107.7
	"Alameda County, CA"	"06001"	1096	1498539	73.1	77.0
	"Amador County, CA"	"06005"	29	38238	75.8	46.3
	"Butte County, CA"	"06007"	290	219777	132.0	99.2
	"Calaveras County, CA"	"06009"	34	45900	74.1	50.9
	"Colusa County, CA"	"06011"	23	21250	108.2	109.1
	"Contra Costa County, CA"	"06013"	774	1037890	74.6	70.6
	"Del Norte County, CA"	"06015"	26	28599	90.9	87.2
	"El Dorado County, CA"	"06017"	119	180455	65.9	60.6
	"Fresno County, CA"	"06019"	745	921478	80.8	94.9
	"Glenn County, CA"	"06021"	28	28100	99.6	94.9
	"Humboldt County, CA"	"06023"	100	133744	74.8	70.1
	"Imperial County, CA"	"06025"	124	172008	72.1	86.3
	"Inyo County, CA"	"06027"	15	18544	Unreliable	Unreliable
	"Kern County, CA"	"06029"	567	830137	68.3	92.8
	"Kings County, CA"	"06031"	121	152278	79.5	118.6
	"Lake County, CA"	"06033"	69	64413	107.1	77.9
	"Lassen County, CA"	"06035"	23	35160	65.4	74.0
	"Los Angeles County, CA"	"06037"	6588	9787400	67.3	74.1
	"Madera County, CA"	"06039"	88	149234	59.0	67.0
	"Marin County, CA"	"06041"	155	250862	61.8	44.0
	"Mariposa County, CA"	"06043"	18	18212	Unreliable	Unreliable
	"Mendocino County, CA"	"06045"	81	87722	92.3	73.0
	"Merced County, CA"	"06047"	233	252302	92.3	122.6
	"Modoc County, CA"	"06049"	14	9646	Unreliable	Unreliable
	"Monterey County, CA"	"06053"	241	410263	58.7	63.7
	"Napa County, CA"	"06055"	152	135280	112.4	88.5
	"Nevada County, CA"	"06057"	79	98591	80.1	51.1
	"Orange County, CA"	"06059"	1929	2987177	64.6	67.1
	"Placer County, CA"	"06061"	255	343810	74.2	61.1
	"Plumas County, CA"	"06063"	14	20169	Unreliable	Unreliable
	"Riverside County, CA"	"06065"	1351	2146725	62.9	66.9
	"Sacramento County, CA"	"06067"	1115	1408601	79.2	83.4
	"San Benito County, CA"	"06069"	26	54436	47.8	55.7
	"San Bernardino County, CA"	"06071"	1195	2013960	59.3	80.1
	"San Diego County, CA"	"06073"	1980	3061203	64.7	66.1
	"San Francisco County, CA"	"06075"	610	801922	76.1	63.7
	"San Joaquin County, CA"	"06077"	537	677736	79.2	90.2
	"San Luis Obispo County, CA"	"06079"	180	268145	67.1	53.1
	"San Mateo County, CA"	"06081"	449	713617	62.9	54.2
	"Santa Barbara County, CA"	"06083"	316	420356	75.2	67.0
	"Santa Clara County, CA"	"06085"	958	1765137	54.3	58.9
	"Santa Cruz County, CA"	"06087"	149	260009	57.3	57.7
	"Shasta County, CA"	"06089"	191	177279	107.7	83.2
	"Siskiyou County, CA"	"06093"	46	44788	102.7	67.0
	"Solano County, CA"	"06095"	350	410290	85.3	90.2
	"Sonoma County, CA"	"06097"	336	479479	70.1	58.4
	"Stanislaus County, CA"	"06099"	488	511536	95.4	107.8
	"Sutter County, CA"	"06101"	80	94366	84.8	84.9
	"Tehama County, CA"	"06103"	61	62891	97.0	83.2
	"Trinity County, CA"	"06105"	13	13762	Unreliable	Unreliable
	"Tulare County, CA"	"06107"	346	436987	79.2	100.6
	"Tuolumne County, CA"	"06109"	65	55845	116.4	73.4
	"Ventura County, CA"	"06111"	646	815130	79.3	80.7
	"Yolo County, CA"	"06113"	132	199791	66.1	80.9
	"Yuba County, CA"	"06115"	62	71607	86.6	107.3
	"Adams County, CO"	"08001"	197	435700	45.2	67.2
	"Arapahoe County, CO"	"08005"	263	563161	46.7	55.2
	"Boulder County, CO"	"08013"	74	293190	25.2	29.5
	"Broomfield County, CO"	"08014"	16	54789	Unreliable	Unreliable
	"Chaffee County, CO"	"08015"	11	17852	Unreliable	Unreliable
	"Delta County, CO"	"08029"	18	31156	Unreliable	Unreliable
	"Denver County, CO"	"08031"	340	589011	57.7	63.0
