"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	46	55514	82.9	89.8
	"Baldwin County, AL"	"01003"	136	190790	71.3	55.1
	"Barbour County, AL"	"01005"	23	27201	84.6	72.7
	"Bibb County, AL"	"01007"	24	22597	106.2	108.1
	"Blount County, AL"	"01009"	46	57826	79.5	68.8
	"Bullock County, AL"	"01011"	14	10474	Unreliable	Unreliable
	"Butler County, AL"	"01013"	26	20307	128.0	90.1
	"Calhoun County, AL"	"01015"	95	117296	81.0	70.9
	"Chambers County, AL"	"01017"	30	34064	88.1	64.3
	"Cherokee County, AL"	"01019"	21	26021	80.7	70.6
	"Chilton County, AL"	"01021"	26	43819	59.3	55.1
	"Choctaw County, AL"	"01023"	10	13633	Unreliable	Unreliable
	"Clarke County, AL"	"01025"	25	25161	99.4	77.4
	"Clay County, AL"	"01027"	20	13435	148.9	106.7
	"Coffee County, AL"	"01031"	45	51252	87.8	76.3
	"Colbert County, AL"	"01033"	62	54446	113.9	85.1
	"Conecuh County, AL"	"01035"	12	12981	Unreliable	Unreliable
	"Covington County, AL"	"01039"	47	37955	123.8	82.5
	"Crenshaw County, AL"	"01041"	18	14083	Unreliable	Unreliable
	"Cullman County, AL"	"01043"	78	80440	97.0	80.4
	"Dale County, AL"	"01045"	37	50444	73.3	67.4
	"Dallas County, AL"	"01047"	42	42864	98.0	89.6
	"DeKalb County, AL"	"01049"	56	71080	78.8	73.0
	"Elmore County, AL"	"01051"	68	80629	84.3	87.8
	"Escambia County, AL"	"01053"	57	37994	150.0	130.6
	"Etowah County, AL"	"01055"	134	104392	128.4	104.0
	"Fayette County, AL"	"01057"	30	16983	176.6	131.0
	"Franklin County, AL"	"01059"	36	31761	113.3	99.9
	"Geneva County, AL"	"01061"	29	26931	107.7	82.6
	"Greene County, AL"	"01063"	15	8876	Unreliable	Unreliable
	"Hale County, AL"	"01065"	16	15388	Unreliable	Unreliable
	"Henry County, AL"	"01067"	28	17287	162.0	114.6
	"Houston County, AL"	"01069"	115	103402	111.2	98.5
	"Jackson County, AL"	"01071"	52	53019	98.1	80.2
	"Jefferson County, AL"	"01073"	754	660009	114.2	100.5
	"Lamar County, AL"	"01075"	15	14259	Unreliable	Unreliable
	"Lauderdale County, AL"	"01077"	88	92542	95.1	72.3
	"Lawrence County, AL"	"01079"	30	33838	88.7	83.6
	"Lee County, AL"	"01081"	65	147257	44.1	56.6
	"Limestone County, AL"	"01083"	58	87654	66.2	67.1
	"Lowndes County, AL"	"01085"	14	10857	Unreliable	Unreliable
	"Macon County, AL"	"01087"	16	20535	Unreliable	Unreliable
	"Madison County, AL"	"01089"	266	343080	77.5	76.9
	"Marengo County, AL"	"01091"	14	20401	Unreliable	Unreliable
	"Marion County, AL"	"01093"	31	30327	102.2	73.6
	"Marshall County, AL"	"01095"	71	94776	74.9	67.0
	"Mobile County, AL"	"01097"	323	413936	78.0	73.3
	"Monroe County, AL"	"01099"	31	22602	137.2	107.8
	"Montgomery County, AL"	"01101"	214	230149	93.0	91.3
	"Morgan County, AL"	"01103"	126	120395	104.7	93.0
	"Perry County, AL"	"01105"	18	10181	Unreliable	Unreliable
	"Pickens County, AL"	"01107"	23	19405	118.5	84.8
	"Pike County, AL"	"01109"	21	33182	63.3	59.1
	"Randolph County, AL"	"01111"	34	22675	149.9	107.4
	"Russell County, AL"	"01113"	43	57820	74.4	78.3
	"St. Clair County, AL"	"01115"	54	85237	63.4	62.0
	"Shelby County, AL"	"01117"	123	200941	61.2	67.0
	"Sumter County, AL"	"01119"	13	13427	Unreliable	Unreliable
	"Talladega County, AL"	"01121"	66	81762	80.7	69.3
	"Tallapoosa County, AL"	"01123"	47	41168	114.2	85.7
	"Tuscaloosa County, AL"	"01125"	135	198596	68.0	75.6
	"Walker County, AL"	"01127"	95	66221	143.5	119.8
	"Washington County, AL"	"01129"	14	17109	Unreliable	Unreliable
	"Wilcox County, AL"	"01131"	15	11431	Unreliable	Unreliable
	"Winston County, AL"	"01133"	21	24108	87.1	64.1
	"Anchorage Borough, AK"	"02020"	164	298610	54.9	87.2
	"Fairbanks North Star Borough, AK"	"02090"	36	100272	35.9	63.3
	"Hoonah-Angoon Census Area, AK"	"02105"	Missing	Missing	Missing	Missing
	"Juneau Borough, AK"	"02110"	22	32556	67.6	86.1
	"Kenai Peninsula Borough, AK"	"02122"	23	56900	40.4	38.0
	"Matanuska-Susitna Borough, AK"	"02170"	43	93925	45.8	78.0
	"Petersburg Borough/Census Area, AK"	"02195"	Missing	Missing	Missing	Missing
	"Prince of Wales-Hyder Census Area, AK"	"02198"	Missing	Missing	Missing	Missing
	"Skagway Municipality, AK"	"02230"	Missing	Missing	Missing	Missing
	"Wrangell City and Borough, AK"	"02275"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	55	73195	75.1	80.7
	"Cochise County, AZ"	"04003"	95	132088	71.9	56.1
	"Coconino County, AZ"	"04005"	61	136011	44.8	59.1
	"Gila County, AZ"	"04007"	77	53144	144.9	84.7
	"Graham County, AZ"	"04009"	26	37416	69.5	75.8
	"La Paz County, AZ"	"04012"	24	20281	118.3	80.3
	"Maricopa County, AZ"	"04013"	2131	3942169	54.1	52.8
	"Mohave County, AZ"	"04015"	249	203334	122.5	75.5
	"Navajo County, AZ"	"04017"	94	107094	87.8	82.6
	"Pima County, AZ"	"04019"	695	992394	70.0	54.8
	"Pinal County, AZ"	"04021"	217	387365	56.0	51.9
	"Santa Cruz County, AZ"	"04023"	23	47303	48.6	44.3
	"Yavapai County, AZ"	"04025"	264	212637	124.2	67.4
	"Yuma County, AZ"	"04027"	202	200022	101.0	87.3
	"Arkansas County, AR"	"05001"	16	18892	Unreliable	Unreliable
	"Ashley County, AR"	"05003"	17	21524	Unreliable	Unreliable
	"Baxter County, AR"	"05005"	65	41048	158.4	75.8
	"Benton County, AR"	"05007"	181	232268	77.9	78.6
	"Boone County, AR"	"05009"	29	37327	77.7	53.9
	"Bradley County, AR"	"05011"	14	11397	Unreliable	Unreliable
	"Carroll County, AR"	"05015"	21	27610	76.1	56.9
	"Chicot County, AR"	"05017"	12	11433	Unreliable	Unreliable
	"Clark County, AR"	"05019"	29	22936	126.4	111.7
	"Clay County, AR"	"05021"	16	15684	Unreliable	Unreliable
	"Cleburne County, AR"	"05023"	36	25808	139.5	79.8
	"Columbia County, AR"	"05027"	23	24473	94.0	73.6
	"Conway County, AR"	"05029"	17	21287	Unreliable	Unreliable
	"Craighead County, AR"	"05031"	52	99735	52.1	51.9
	"Crawford County, AR"	"05033"	53	61946	85.6	77.2
	"Crittenden County, AR"	"05035"	46	50021	92.0	100.3
	"Cross County, AR"	"05037"	27	17683	152.7	118.3
	"Dallas County, AR"	"05039"	12	7987	Unreliable	Unreliable
	"Desha County, AR"	"05041"	11	12545	Unreliable	Unreliable
	"Drew County, AR"	"05043"	17	18743	Unreliable	Unreliable
	"Faulkner County, AR"	"05045"	64	118704	53.9	64.5
	"Franklin County, AR"	"05047"	21	18045	116.4	86.6
	"Fulton County, AR"	"05049"	18	12318	Unreliable	Unreliable
	"Garland County, AR"	"05051"	98	96903	101.1	65.0
	"Grant County, AR"	"05053"	13	17986	Unreliable	Unreliable
	"Greene County, AR"	"05055"	37	43163	85.7	81.9
	"Hempstead County, AR"	"05057"	34	22373	152.0	127.9
	"Hot Spring County, AR"	"05059"	20	33394	59.9	48.3
	"Howard County, AR"	"05061"	19	13735	Unreliable	Unreliable
