"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	67	55395	120.9	118.5
	"Baldwin County, AL"	"01003"	196	200111	97.9	73.3
	"Barbour County, AL"	"01005"	25	26887	93.0	76.1
	"Bibb County, AL"	"01007"	21	22506	93.3	83.5
	"Blount County, AL"	"01009"	87	57719	150.7	122.7
	"Butler County, AL"	"01013"	37	20296	182.3	124.4
	"Calhoun County, AL"	"01015"	139	115916	119.9	99.1
	"Chambers County, AL"	"01017"	64	34076	187.8	132.2
	"Cherokee County, AL"	"01019"	44	26037	169.0	116.3
	"Chilton County, AL"	"01021"	39	43931	88.8	75.6
	"Choctaw County, AL"	"01023"	10	13323	Unreliable	Unreliable
	"Clarke County, AL"	"01025"	24	24945	96.2	69.8
	"Clay County, AL"	"01027"	19	13552	Unreliable	Unreliable
	"Cleburne County, AL"	"01029"	33	15080	218.8	163.5
	"Coffee County, AL"	"01031"	50	50909	98.2	82.5
	"Colbert County, AL"	"01033"	65	54543	119.2	84.3
	"Conecuh County, AL"	"01035"	28	12670	221.0	149.1
	"Coosa County, AL"	"01037"	10	10886	Unreliable	Unreliable
	"Covington County, AL"	"01039"	63	37914	166.2	115.3
	"Crenshaw County, AL"	"01041"	26	13977	186.0	132.8
	"Cullman County, AL"	"01043"	121	81289	148.9	115.0
	"Dale County, AL"	"01045"	42	49484	84.9	73.2
	"Dallas County, AL"	"01047"	26	41711	62.3	54.3
	"DeKalb County, AL"	"01049"	95	71065	133.7	115.9
	"Elmore County, AL"	"01051"	101	80977	124.7	121.2
	"Escambia County, AL"	"01053"	55	37733	145.8	121.3
	"Etowah County, AL"	"01055"	151	103531	145.9	112.9
	"Fayette County, AL"	"01057"	23	16874	136.3	91.0
	"Franklin County, AL"	"01059"	57	31601	180.4	149.4
	"Geneva County, AL"	"01061"	41	26712	153.5	109.8
	"Henry County, AL"	"01067"	20	17190	116.3	79.6
	"Houston County, AL"	"01069"	88	104193	84.5	67.3
	"Jackson County, AL"	"01071"	81	52665	153.8	114.2
	"Jefferson County, AL"	"01073"	522	660793	79.0	67.6
	"Lamar County, AL"	"01075"	25	14086	177.5	111.1
	"Lauderdale County, AL"	"01077"	94	93096	101.0	71.9
	"Lawrence County, AL"	"01079"	51	33477	152.3	121.7
	"Lee County, AL"	"01081"	123	154255	79.7	101.6
	"Limestone County, AL"	"01083"	92	90787	101.3	95.7
	"Lowndes County, AL"	"01085"	12	10580	Unreliable	Unreliable
	"Macon County, AL"	"01087"	18	19425	Unreliable	Unreliable
	"Madison County, AL"	"01089"	241	350299	68.8	64.6
	"Marengo County, AL"	"01091"	15	20110	Unreliable	Unreliable
	"Marion County, AL"	"01093"	38	30271	125.5	82.2
	"Marshall County, AL"	"01095"	118	94636	124.7	103.6
	"Mobile County, AL"	"01097"	417	415123	100.5	89.8
	"Monroe County, AL"	"01099"	22	21947	100.2	73.8
	"Montgomery County, AL"	"01101"	231	226189	102.1	95.5
	"Morgan County, AL"	"01103"	168	119607	140.5	113.3
	"Perry County, AL"	"01105"	19	9826	Unreliable	Unreliable
	"Pickens County, AL"	"01107"	17	20365	Unreliable	Unreliable
	"Pike County, AL"	"01109"	23	33389	68.9	64.6
	"Randolph County, AL"	"01111"	29	22539	128.7	87.6
	"Russell County, AL"	"01113"	38	59608	63.7	65.7
	"St. Clair County, AL"	"01115"	101	86697	116.5	101.5
	"Shelby County, AL"	"01117"	97	206655	46.9	48.6
	"Talladega County, AL"	"01121"	94	81322	115.6	93.7
	"Tallapoosa County, AL"	"01123"	65	41165	157.9	115.2
	"Tuscaloosa County, AL"	"01125"	143	202212	70.7	75.3
	"Walker County, AL"	"01127"	123	65471	187.9	139.0
	"Washington County, AL"	"01129"	15	16834	Unreliable	Unreliable
	"Winston County, AL"	"01133"	52	24150	215.3	146.2
	"Anchorage Borough, AK"	"02020"	141	301010	46.8	67.1
	"Bethel Census Area, AK"	"02050"	18	17868	Unreliable	Unreliable
	"Fairbanks North Star Borough, AK"	"02090"	45	99357	45.3	79.5
	"Juneau Borough, AK"	"02110"	11	32406	Unreliable	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	25	57477	43.5	41.2
	"Ketchikan Gateway Borough, AK"	"02130"	12	13787	Unreliable	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	81	97882	82.8	115.6
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Missing	Missing	Missing	Missing
	"Sitka Borough, AK"	"02220"	11	8900	Unreliable	Unreliable
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Missing	Missing	Missing	Missing
	"Valdez-Cordova Census Area, AK"	"02261"	11	9488	Unreliable	Unreliable
	"Wrangell-Petersburg Census Area, AK"	"02280"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	29	71828	40.4	39.0
	"Cochise County, AZ"	"04003"	129	127448	101.2	69.3
	"Coconino County, AZ"	"04005"	64	137682	46.5	54.6
	"Gila County, AZ"	"04007"	123	53119	231.6	125.3
	"Graham County, AZ"	"04009"	31	37957	81.7	86.6
	"La Paz County, AZ"	"04012"	33	20231	163.1	64.5
	"Maricopa County, AZ"	"04013"	2888	4087191	70.7	66.3
	"Mohave County, AZ"	"04015"	367	203361	180.5	95.2
	"Navajo County, AZ"	"04017"	87	108101	80.5	69.7
	"Pima County, AZ"	"04019"	1004	1004516	99.9	73.7
	"Pinal County, AZ"	"04021"	351	401918	87.3	73.1
	"Santa Cruz County, AZ"	"04023"	26	46695	55.7	49.0
	"Yavapai County, AZ"	"04025"	451	218844	206.1	106.3
	"Yuma County, AZ"	"04027"	203	203247	99.9	77.0
	"Arkansas County, AR"	"05001"	17	18594	Unreliable	Unreliable
	"Ashley County, AR"	"05003"	21	20948	100.2	77.5
	"Baxter County, AR"	"05005"	74	40857	181.1	84.0
	"Benton County, AR"	"05007"	235	242321	97.0	97.1
	"Boone County, AR"	"05009"	45	37196	121.0	80.8
	"Bradley County, AR"	"05011"	16	11148	Unreliable	Unreliable
	"Carroll County, AR"	"05015"	41	27744	147.8	99.0
	"Chicot County, AR"	"05017"	10	11180	Unreliable	Unreliable
	"Clark County, AR"	"05019"	19	22576	Unreliable	Unreliable
	"Clay County, AR"	"05021"	18	15118	Unreliable	Unreliable
	"Cleburne County, AR"	"05023"	58	25634	226.3	123.5
	"Columbia County, AR"	"05027"	40	23933	167.1	126.6
	"Conway County, AR"	"05029"	25	21083	118.6	81.2
	"Craighead County, AR"	"05031"	98	102518	95.6	93.0
	"Crawford County, AR"	"05033"	66	61697	107.0	93.6
	"Crittenden County, AR"	"05035"	61	49548	123.1	120.2
	"Cross County, AR"	"05037"	35	17227	203.2	154.0
	"Desha County, AR"	"05041"	12	12264	Unreliable	Unreliable
	"Drew County, AR"	"05043"	14	18622	Unreliable	Unreliable
	"Faulkner County, AR"	"05045"	101	120768	83.6	98.9
	"Franklin County, AR"	"05047"	38	17805	213.4	155.6
	"Fulton County, AR"	"05049"	24	12125	197.9	111.3
	"Garland County, AR"	"05051"	151	97322	155.2	96.5
	"Grant County, AR"	"05053"	33	18144	181.9	154.1
	"Greene County, AR"	"05055"	78	43694	178.5	161.2
	"Hempstead County, AR"	"05057"	28	22327	125.4	97.6
	"Hot Spring County, AR"	"05059"	48	33368	143.9	113.8
	"Howard County, AR"	"05061"	20	13500	148.1	114.3
	"Independence County, AR"	"05063"	41	36959	110.9	84.4
	"Izard County, AR"	"05065"	22	13486	163.1	97.4
	"Jackson County, AR"	"05067"	30	17534	171.1	134.5
	"Jefferson County, AR"	"05069"	58	72297	80.2	67.1
	"Johnson County, AR"	"05071"	29	26005	111.5	93.1
	"Lawrence County, AR"	"05075"	27	16931	159.5	110.0
	"Lee County, AR"	"05077"	10	9860	Unreliable	Unreliable
	"Lincoln County, AR"	"05079"	10	13970	Unreliable	Unreliable
	"Little River County, AR"	"05081"	22	12532	175.6	118.8
	"Logan County, AR"	"05083"	37	21958	168.5	112.0
	"Lonoke County, AR"	"05085"	72	71557	100.6	106.9
	"Madison County, AR"	"05087"	15	15740	Unreliable	Unreliable
	"Marion County, AR"	"05089"	23	16367	140.5	80.3
	"Miller County, AR"	"05091"	65	43428	149.7	125.1
	"Mississippi County, AR"	"05093"	61	44235	137.9	130.1
	"Montgomery County, AR"	"05097"	12	9082	Unreliable	Unreliable
	"Nevada County, AR"	"05099"	10	8723	Unreliable	Unreliable
	"Newton County, AR"	"05101"	16	7904	Unreliable	Unreliable
	"Ouachita County, AR"	"05103"	29	24828	116.8	83.4
	"Perry County, AR"	"05105"	19	10245	Unreliable	Unreliable
	"Phillips County, AR"	"05107"	28	19930	140.5	118.9
	"Pike County, AR"	"05109"	25	11024	226.8	168.9
	"Poinsett County, AR"	"05111"	55	24246	226.8	181.3
	"Polk County, AR"	"05113"	36	20225	178.0	109.4
	"Pope County, AR"	"05115"	87	63201	137.7	125.8
	"Prairie County, AR"	"05117"	14	8304	Unreliable	Unreliable
	"Pulaski County, AR"	"05119"	345	392702	87.9	81.8
	"Randolph County, AR"	"05121"	30	17571	170.7	113.1
	"St. Francis County, AR"	"05123"	23	26899	85.5	79.0
	"Saline County, AR"	"05125"	149	115719	128.8	104.1
	"Scott County, AR"	"05127"	13	10693	Unreliable	Unreliable
	"Searcy County, AR"	"05129"	11	7929	Unreliable	Unreliable
	"Sebastian County, AR"	"05131"	163	126776	128.6	112.5
	"Sevier County, AR"	"05133"	19	17426	Unreliable	Unreliable
	"Sharp County, AR"	"05135"	20	16906	118.3	72.8
	"Stone County, AR"	"05137"	26	12494	208.1	120.4
	"Union County, AR"	"05139"	58	40227	144.2	110.6
	"Van Buren County, AR"	"05141"	22	16851	130.6	70.9
	"Washington County, AR"	"05143"	154	220792	69.7	82.2
	"White County, AR"	"05145"	140	78592	178.1	153.9
	"Woodruff County, AR"	"05147"	14	6910	Unreliable	Unreliable
	"Yell County, AR"	"05149"	34	21951	154.9	121.9
	"Alameda County, CA"	"06001"	872	1610921	54.1	53.0
	"Amador County, CA"	"06005"	47	36742	127.9	70.5
	"Butte County, CA"	"06007"	377	224241	168.1	127.2
	"Calaveras County, CA"	"06009"	58	44624	130.0	74.7
	"Colusa County, CA"	"06011"	14	21419	Unreliable	Unreliable
	"Contra Costa County, CA"	"06013"	790	1111339	71.1	63.4
	"Del Norte County, CA"	"06015"	55	27212	202.1	167.6
	"El Dorado County, CA"	"06017"	177	183087	96.7	71.5
	"Fresno County, CA"	"06019"	622	965974	64.4	71.2
	"Glenn County, CA"	"06021"	49	27955	175.3	146.2
	"Humboldt County, CA"	"06023"	192	134809	142.4	121.6
	"Imperial County, CA"	"06025"	92	179091	51.4	52.8
	"Inyo County, CA"	"06027"	24	18410	130.4	75.8
	"Kern County, CA"	"06029"	809	874589	92.5	119.1
	"Kings County, CA"	"06031"	77	150269	51.2	71.4
	"Lake County, CA"	"06033"	130	64184	202.5	134.2
	"Lassen County, CA"	"06035"	21	31749	66.1	66.0
	"Los Angeles County, CA"	"06037"	5379	10116705	53.2	53.4
	"Madera County, CA"	"06039"	142	154548	91.9	93.6
	"Marin County, CA"	"06041"	194	260750	74.4	49.6
	"Mariposa County, CA"	"06043"	33	17682	186.6	99.7
	"Mendocino County, CA"	"06045"	106	87869	120.6	81.0
	"Merced County, CA"	"06047"	269	266353	101.0	119.8
	"Modoc County, CA"	"06049"	22	9023	243.8	143.5
	"Monterey County, CA"	"06053"	234	431344	54.2	55.7
	"Napa County, CA"	"06055"	150	141667	105.9	79.7
	"Nevada County, CA"	"06057"	120	98893	121.3	78.1
	"Orange County, CA"	"06059"	1616	3145515	51.4	48.4
	"Placer County, CA"	"06061"	404	371694	108.7	80.5
	"Plumas County, CA"	"06063"	35	18606	188.1	113.8
	"Riverside County, CA"	"06065"	2038	2329271	87.5	85.1
	"Sacramento County, CA"	"06067"	1324	1482026	89.3	86.6
	"San Benito County, CA"	"06069"	25	58267	42.9	47.5
	"San Bernardino County, CA"	"06071"	1748	2112619	82.7	102.5
	"San Diego County, CA"	"06073"	2279	3263431	69.8	67.3
	"San Francisco County, CA"	"06075"	435	852469	51.0	41.4
	"San Joaquin County, CA"	"06077"	618	715597	86.4	92.2
	"San Luis Obispo County, CA"	"06079"	274	279083	98.2	71.1
	"San Mateo County, CA"	"06081"	413	758581	54.4	45.1
	"Santa Barbara County, CA"	"06083"	269	440668	61.0	52.0
	"Santa Clara County, CA"	"06085"	827	1894605	43.7	43.3
	"Santa Cruz County, CA"	"06087"	181	271804	66.6	60.9
	"Shasta County, CA"	"06089"	377	179804	209.7	141.5
	"Siskiyou County, CA"	"06093"	88	43628	201.7	122.7
	"Solano County, CA"	"06095"	372	431131	86.3	82.9
	"Sonoma County, CA"	"06097"	440	500292	87.9	67.6
	"Stanislaus County, CA"	"06099"	490	531997	92.1	95.3
	"Sutter County, CA"	"06101"	142	95847	148.2	133.0
	"Tehama County, CA"	"06103"	109	63067	172.8	129.7
	"Trinity County, CA"	"06105"	26	13170	197.4	111.5
	"Tulare County, CA"	"06107"	320	458198	69.8	83.5
	"Tuolumne County, CA"	"06109"	96	53831	178.3	103.5
	"Ventura County, CA"	"06111"	630	846178	74.5	68.3
	"Yolo County, CA"	"06113"	182	207590	87.7	97.0
	"Yuba County, CA"	"06115"	108	73966	146.0	159.1
	"Adams County, CO"	"08001"	395	480718	82.2	107.6
	"Alamosa County, CO"	"08003"	19	16177	Unreliable	Unreliable
	"Arapahoe County, CO"	"08005"	440	618821	71.1	77.4
	"Archuleta County, CO"	"08007"	14	12244	Unreliable	Unreliable
