"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	36	55416	65.0	57.7
	"Baldwin County, AL"	"01003"	107	208563	51.3	36.7
	"Barbour County, AL"	"01005"	19	25965	Unreliable	Unreliable
	"Bibb County, AL"	"01007"	10	22643	Unreliable	Unreliable
	"Blount County, AL"	"01009"	23	57704	39.9	35.0
	"Bullock County, AL"	"01011"	10	10362	Unreliable	Unreliable
	"Butler County, AL"	"01013"	30	19998	150.0	114.8
	"Calhoun County, AL"	"01015"	36	114611	31.4	26.9
	"Chambers County, AL"	"01017"	44	33843	130.0	89.8
	"Cherokee County, AL"	"01019"	16	25725	Unreliable	Unreliable
	"Chilton County, AL"	"01021"	12	43941	Unreliable	Unreliable
	"Choctaw County, AL"	"01023"	18	12993	Unreliable	Unreliable
	"Clarke County, AL"	"01025"	27	24392	110.7	78.1
	"Coffee County, AL"	"01031"	23	51226	44.9	36.1
	"Colbert County, AL"	"01033"	23	54216	42.4	28.3
	"Conecuh County, AL"	"01035"	17	12395	Unreliable	Unreliable
	"Covington County, AL"	"01039"	39	37458	104.1	71.7
	"Crenshaw County, AL"	"01041"	13	13913	Unreliable	Unreliable
	"Cullman County, AL"	"01043"	63	82471	76.4	58.7
	"Dale County, AL"	"01045"	50	49226	101.6	86.8
	"Dallas County, AL"	"01047"	33	40008	82.5	62.9
	"DeKalb County, AL"	"01049"	49	70900	69.1	55.1
	"Elmore County, AL"	"01051"	42	81799	51.3	45.8
	"Escambia County, AL"	"01053"	76	37728	201.4	160.2
	"Etowah County, AL"	"01055"	63	102564	61.4	44.7
	"Fayette County, AL"	"01057"	16	16546	Unreliable	Unreliable
	"Franklin County, AL"	"01059"	13	31628	Unreliable	Unreliable
	"Geneva County, AL"	"01061"	38	26614	142.8	101.2
	"Hale County, AL"	"01065"	10	14952	Unreliable	Unreliable
	"Henry County, AL"	"01067"	22	17164	128.2	82.2
	"Houston County, AL"	"01069"	61	104056	58.6	47.2
	"Jackson County, AL"	"01071"	26	52138	49.9	36.3
	"Jefferson County, AL"	"01073"	384	659521	58.2	48.2
	"Lamar County, AL"	"01075"	16	13918	Unreliable	Unreliable
	"Lauderdale County, AL"	"01077"	33	92318	35.7	27.7
	"Lawrence County, AL"	"01079"	18	33244	Unreliable	Unreliable
	"Lee County, AL"	"01081"	117	158991	73.6	87.2
	"Limestone County, AL"	"01083"	57	92753	61.5	53.2
	"Lowndes County, AL"	"01085"	15	10358	Unreliable	Unreliable
	"Macon County, AL"	"01087"	17	18963	Unreliable	Unreliable
	"Madison County, AL"	"01089"	244	356967	68.4	59.5
	"Marengo County, AL"	"01091"	13	19673	Unreliable	Unreliable
	"Marion County, AL"	"01093"	12	29998	Unreliable	Unreliable
	"Marshall County, AL"	"01095"	40	95157	42.0	33.4
	"Mobile County, AL"	"01097"	298	414836	71.8	62.1
	"Monroe County, AL"	"01099"	42	21530	195.1	137.3
	"Montgomery County, AL"	"01101"	240	226349	106.0	96.1
	"Morgan County, AL"	"01103"	87	119012	73.1	57.3
	"Pickens County, AL"	"01107"	13	20324	Unreliable	Unreliable
	"Pike County, AL"	"01109"	25	33286	75.1	72.3
	"Randolph County, AL"	"01111"	11	22652	Unreliable	Unreliable
	"Russell County, AL"	"01113"	72	58172	123.8	117.9
	"St. Clair County, AL"	"01115"	45	88019	51.1	42.5
	"Shelby County, AL"	"01117"	66	210622	31.3	28.8
	"Talladega County, AL"	"01121"	55	80103	68.7	52.5
	"Tallapoosa County, AL"	"01123"	39	40727	95.8	65.4
	"Tuscaloosa County, AL"	"01125"	72	206102	34.9	36.1
	"Walker County, AL"	"01127"	39	64967	60.0	44.5
	"Wilcox County, AL"	"01131"	15	10986	Unreliable	Unreliable
	"Winston County, AL"	"01133"	28	23805	117.6	81.1
	"Anchorage Borough, AK"	"02020"	134	298192	44.9	54.1
	"Fairbanks North Star Borough, AK"	"02090"	29	100605	28.8	40.6
	"Juneau Borough, AK"	"02110"	15	32468	Unreliable	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	36	58506	61.5	55.7
	"Matanuska-Susitna Borough, AK"	"02170"	43	104365	41.2	49.9
	"Prince of Wales-Hyder Census Area, AK"	"02198"	10	6347	Unreliable	Unreliable
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Missing	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Missing	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	Missing	Missing	Missing	Missing
	"Apache County, AZ"	"04001"	86	73112	117.6	112.4
	"Cochise County, AZ"	"04003"	114	125770	90.6	63.9
	"Coconino County, AZ"	"04005"	73	140908	51.8	60.2
	"Gila County, AZ"	"04007"	87	53556	162.4	89.5
	"Graham County, AZ"	"04009"	33	37599	87.8	90.5
	"La Paz County, AZ"	"04012"	41	20317	201.8	114.1
	"Maricopa County, AZ"	"04013"	2937	4242997	69.2	61.9
	"Mohave County, AZ"	"04015"	216	205249	105.2	57.7
	"Navajo County, AZ"	"04017"	114	110026	103.6	91.0
	"Pima County, AZ"	"04019"	895	1016206	88.1	64.5
	"Pinal County, AZ"	"04021"	342	418540	81.7	61.8
	"Santa Cruz County, AZ"	"04023"	40	45985	87.0	67.4
	"Yavapai County, AZ"	"04025"	321	225562	142.3	72.8
	"Yuma County, AZ"	"04027"	165	205631	80.2	59.7
	"Arkansas County, AR"	"05001"	20	18214	109.8	80.3
	"Ashley County, AR"	"05003"	15	20492	Unreliable	Unreliable
	"Baxter County, AR"	"05005"	40	41062	97.4	51.2
	"Benton County, AR"	"05007"	169	258291	65.4	64.8
	"Boone County, AR"	"05009"	16	37304	Unreliable	Unreliable
	"Carroll County, AR"	"05015"	21	27646	76.0	53.8
	"Chicot County, AR"	"05017"	13	10945	Unreliable	Unreliable
	"Clark County, AR"	"05019"	10	22657	Unreliable	Unreliable
	"Clay County, AR"	"05021"	22	14920	147.5	98.1
	"Cleburne County, AR"	"05023"	46	25264	182.1	99.5
	"Cleveland County, AR"	"05025"	11	8241	Unreliable	Unreliable
	"Columbia County, AR"	"05027"	42	23901	175.7	132.3
	"Conway County, AR"	"05029"	16	20937	Unreliable	Unreliable
	"Craighead County, AR"	"05031"	75	105835	70.9	68.8
	"Crawford County, AR"	"05033"	50	62267	80.3	64.8
	"Crittenden County, AR"	"05035"	58	49235	117.8	111.9
	"Cross County, AR"	"05037"	17	17037	Unreliable	Unreliable
	"Dallas County, AR"	"05039"	14	7469	Unreliable	Unreliable
	"Desha County, AR"	"05041"	15	11876	Unreliable	Unreliable
	"Drew County, AR"	"05043"	17	18651	Unreliable	Unreliable
	"Faulkner County, AR"	"05045"	79	122227	64.6	69.8
	"Franklin County, AR"	"05047"	21	17626	119.1	85.5
	"Garland County, AR"	"05051"	75	97477	76.9	51.8
	"Grant County, AR"	"05053"	11	18082	Unreliable	Unreliable
