"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Autauga County, AL"	"01001"	39	54135	72.0	79.4
	"Baldwin County, AL"	"01003"	145	179406	80.8	65.6
	"Barbour County, AL"	"01005"	17	27657	Unreliable	Unreliable
	"Bibb County, AL"	"01007"	25	22941	109.0	112.8
	"Blount County, AL"	"01009"	41	57341	71.5	64.4
	"Bullock County, AL"	"01011"	12	10987	Unreliable	Unreliable
	"Butler County, AL"	"01013"	30	20867	143.8	107.4
	"Calhoun County, AL"	"01015"	69	118363	58.3	52.4
	"Chambers County, AL"	"01017"	35	34384	101.8	79.4
	"Cherokee County, AL"	"01019"	22	25854	85.1	60.2
	"Chilton County, AL"	"01021"	26	43484	59.8	57.4
	"Choctaw County, AL"	"01023"	12	13976	Unreliable	Unreliable
	"Clarke County, AL"	"01025"	28	26038	107.5	95.0
	"Coffee County, AL"	"01031"	40	49440	80.9	73.9
	"Colbert County, AL"	"01033"	67	54426	123.1	91.9
	"Conecuh County, AL"	"01035"	21	13274	158.2	121.9
	"Covington County, AL"	"01039"	19	37648	Unreliable	Unreliable
	"Crenshaw County, AL"	"01041"	20	14024	142.6	113.1
	"Cullman County, AL"	"01043"	64	80351	79.7	67.5
	"Dale County, AL"	"01045"	45	49854	90.3	84.8
	"Dallas County, AL"	"01047"	24	43759	54.8	50.3
	"DeKalb County, AL"	"01049"	66	70864	93.1	85.5
	"Elmore County, AL"	"01051"	45	78632	57.2	64.2
	"Escambia County, AL"	"01053"	69	38249	180.4	158.9
	"Etowah County, AL"	"01055"	168	104239	161.2	131.6
	"Fayette County, AL"	"01057"	17	17310	Unreliable	Unreliable
	"Franklin County, AL"	"01059"	47	31589	148.8	129.4
	"Geneva County, AL"	"01061"	19	26653	Unreliable	Unreliable
	"Henry County, AL"	"01067"	12	17243	Unreliable	Unreliable
	"Houston County, AL"	"01069"	98	100500	97.5	86.8
	"Jackson County, AL"	"01071"	34	53461	63.6	53.9
	"Jefferson County, AL"	"01073"	635	658441	96.4	87.4
	"Lamar County, AL"	"01075"	17	14689	Unreliable	Unreliable
	"Lauderdale County, AL"	"01077"	88	92526	95.1	73.8
	"Lawrence County, AL"	"01079"	32	34315	93.3	84.5
	"Lee County, AL"	"01081"	68	138566	49.1	64.1
	"Limestone County, AL"	"01083"	43	81326	52.9	54.9
	"Lowndes County, AL"	"01085"	12	11486	Unreliable	Unreliable
	"Macon County, AL"	"01087"	22	21190	103.8	91.0
	"Madison County, AL"	"01089"	205	330856	62.0	64.0
	"Marengo County, AL"	"01091"	14	21170	Unreliable	Unreliable
	"Marion County, AL"	"01093"	23	30646	75.1	53.9
	"Marshall County, AL"	"01095"	56	92213	60.7	55.3
	"Mobile County, AL"	"01097"	390	411994	94.7	91.7
	"Monroe County, AL"	"01099"	32	23218	137.8	115.3
	"Montgomery County, AL"	"01101"	256	227607	112.5	114.6
	"Morgan County, AL"	"01103"	87	118954	73.1	67.6
	"Perry County, AL"	"01105"	16	10690	Unreliable	Unreliable
	"Pickens County, AL"	"01107"	23	19814	116.1	96.6
	"Pike County, AL"	"01109"	24	32560	73.7	69.7
	"Randolph County, AL"	"01111"	17	22864	Unreliable	Unreliable
	"Russell County, AL"	"01113"	77	52162	147.6	141.4
	"St. Clair County, AL"	"01115"	50	83009	60.2	59.8
	"Shelby County, AL"	"01117"	89	192708	46.2	56.9
	"Sumter County, AL"	"01119"	15	13746	Unreliable	Unreliable
	"Talladega County, AL"	"01121"	55	82674	66.5	60.6
	"Tallapoosa County, AL"	"01123"	36	41831	86.1	66.8
	"Tuscaloosa County, AL"	"01125"	77	192792	39.9	45.4
	"Walker County, AL"	"01127"	56	67347	83.2	66.8
	"Washington County, AL"	"01129"	27	17493	154.3	140.6
	"Wilcox County, AL"	"01131"	14	11870	Unreliable	Unreliable
	"Winston County, AL"	"01133"	15	24691	Unreliable	Unreliable
	"Anchorage Borough, AK"	"02020"	100	287677	34.8	52.8
	"Fairbanks North Star Borough, AK"	"02090"	38	95238	39.9	71.9
	"Hoonah-Angoon Census Area, AK"	"02105"	Missing	Missing	Missing	Missing
